target,champion,residual_mean,residual_std,p10,p50,p90
total_runs,starter_plus_team__random_forest,0.15952153872885244,4.452691209610227,-5.150579983510056,-0.38394088528550707,6.23933370688381
home_margin,accuracy_core_no_box__random_forest,0.03244891844026612,4.482418501876549,-5.667316551844373,0.3349833651600437,5.504821636044469
