,home_flag_passer,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,pass_touchdown_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,total_top_seconds_ewma,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,pass_touchdown_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense,odds,passer_player_name_A.Rodgers,passer_player_name_B.Mayfield,passer_player_name_B.Nix,passer_player_name_B.Young,passer_player_name_C.Stroud,passer_player_name_C.Ward,passer_player_name_C.Wentz,passer_player_name_C.Williams,passer_player_name_D.Gabriel,passer_player_name_D.Jones,passer_player_name_D.Maye,passer_player_name_D.Mills,passer_player_name_D.Prescott,passer_player_name_G.Smith,passer_player_name_J.Allen,passer_player_name_J.Brissett,passer_player_name_J.Daniels,passer_player_name_J.Dart,passer_player_name_J.Fields,passer_player_name_J.Flacco,passer_player_name_J.Goff,passer_player_name_J.Herbert,passer_player_name_J.Hurts,passer_player_name_J.Love,passer_player_name_J.McCarthy,passer_player_name_K.Murray,passer_player_name_L.Jackson,passer_player_name_M.Mariota,passer_player_name_M.Penix,passer_player_name_M.Stafford,passer_player_name_P.Mahomes,passer_player_name_S.Darnold,passer_player_name_S.Rattler,passer_player_name_T.Lawrence,passer_player_name_T.Shough,passer_player_name_T.Tagovailoa,posteam_ATL,posteam_BAL,posteam_BUF,posteam_CAR,posteam_CHI,posteam_CIN,posteam_CLE,posteam_DAL,posteam_DEN,posteam_DET,posteam_GB,posteam_HOU,posteam_IND,posteam_JAX,posteam_KC,posteam_LA,posteam_LAC,posteam_LV,posteam_MIA,posteam_MIN,posteam_NE,posteam_NO,posteam_NYG,posteam_NYJ,posteam_PHI,posteam_PIT,posteam_SEA,posteam_TB,posteam_TEN,posteam_WAS,defteam_ATL,defteam_BAL,defteam_BUF,defteam_CAR,defteam_CHI,defteam_CIN,defteam_CLE,defteam_DAL,defteam_DEN,defteam_DET,defteam_GB,defteam_HOU,defteam_IND,defteam_JAX,defteam_KC,defteam_LA,defteam_LAC,defteam_LV,defteam_MIA,defteam_MIN,defteam_NE,defteam_NO,defteam_NYG,defteam_NYJ,defteam_PHI,defteam_PIT,defteam_SEA,defteam_SF,defteam_TB,defteam_TEN,defteam_WAS,roof_dome,roof_outdoors,surface_a_turf,surface_astroturf,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf
214,False,0.5909892915689271,17.222591362126245,184.95681063122922,45.611295681063126,-2.110405398365668,0.7308970099667775,4.059800664451827,1.7308970099667773,0.9269102990033223,132.3388704318937,-1.7931278290542658,950.6777408637874,True,0.7094454163104063,26.926544169177607,182.49168622233609,99.6441903175595,-1.5691629608710222,0.5546893450251268,5.447836148151233,2.1912674567143537,1.0579040278911642,186.2527253813304,4.366780215895421,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
90,True,0.7232681047466367,30.23760718194704,260.67219764799205,116.76104640020587,8.611095764187715,0.4611004391805825,4.524743607303545,0.8626919026275619,1.5994124672661598,252.16460029588822,3.8044803502189906,1027.2995901443683,False,0.7629444404794266,26.954571318076802,176.07661663200824,100.98828398859737,4.930395551412112,0.5095683845609442,4.568056155865663,2.109626051365727,1.3754475551803864,214.3396918498261,7.6937868506343845,-115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
128,False,0.7277638743948625,25.540622381972188,188.902300829083,119.45442603724102,5.352372136837938,0.5311501763797737,4.106505912948619,2.3853551901978234,1.5332731430156508,222.56471924701668,3.825020553169529,1121.366891690584,True,0.7259490116082125,28.387621414062615,203.13670966911175,104.80268362291189,3.5552443446831328,0.19345321328737944,4.299243415307975,1.9096648427887837,1.7337601446382902,206.17147690434118,6.49151655232712,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,True,0.5366666644811631,18.3,158.60000000000002,17.05,-2.795179009437561,0.0,2.1,1.1,0.0,85.7,-9.843759536743164,1258.3000000000002,False,0.6643001974607045,34.93735987929848,301.6438665599743,121.02491070993975,4.093630956601401,0.9026245160275354,4.137100457339465,1.339396328292179,2.517816262102581,260.31300108473346,1.04143915830705,-115.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,False,0.682854946326139,33.66493645284725,320.1923468479996,93.89732001511162,8.435181798323931,0.15166208866901215,4.352413407197714,1.509240826804122,3.031851667739173,262.4430900059868,4.57057257097683,1217.695801955915,True,0.6977079432675675,33.56302006829451,274.27382414481036,100.12466044773208,5.20253665213883,0.1939835979049975,2.8359487673079364,1.276718290816464,1.8002770221542197,238.5000021638641,2.8048725928075213,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
127,True,0.6815700984851701,25.405332706936427,205.36588942398916,104.86293455435393,4.100420562605243,0.6875773333364164,3.84336613438798,2.204338324514312,1.6903255273560582,207.71120336894177,-0.4799117428275794,1127.0705663591943,False,0.7168189769812414,27.12171795659986,178.76592509100223,103.70888298709414,-2.630073251526975,0.8174731004751038,5.184593212123736,2.156491555493562,1.0473760228200435,191.11586622108854,3.7773718734190513,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
177,False,0.7146900878044206,36.15615350363921,276.57831916893696,112.80785650008734,2.603404479863002,1.0117071549386805,9.369770015158295,2.58913800398057,2.159513253466655,270.7065746179373,3.8446526267171146,1440.9900501400487,True,0.7473944266563239,27.690103805699202,192.60814088073403,102.62677780885238,6.1660711124990275,0.4169195873680452,4.646591400253724,2.271512223844686,1.6708207269657709,224.8233842407668,7.592366926558859,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
73,False,0.6165999354455591,29.60729284262813,247.9529061703706,118.53100506402606,2.8356350963940002,0.55,3.13024868561107,1.7271731767893432,1.2834354739863882,221.57284940167082,-5.3329749258238275,1008.6147308325,True,0.6833814997734022,32.747771580558016,258.757906146711,95.89186403908874,4.241857315226351,0.26888640720711143,4.5486775143204135,1.8790937762675641,1.9855944371381005,232.58038456492224,5.499046760496026,-115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
262,True,0.6568928127994618,31.450795082449368,243.6839081586635,100.5385384600302,0.18249987821967373,0.9223544636379679,3.535773808356699,1.4027960236073804,1.1222917197702007,212.48281406246937,-2.043286485653625,1187.6775945569696,False,0.7157698880818628,34.93114511975769,246.63015386096302,143.99581763361672,4.565886150984268,1.0768678157563896,5.834156956609487,2.7927011839537417,1.6330698130334163,256.70609587148977,4.119615326380698,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
132,False,0.5488515501860345,29.580940594059406,253.66287128712878,96.9769801980198,3.8284150961011942,0.22054455445544557,9.235643564356437,3.705693069306931,1.6391089108910892,231.76782178217823,-7.3727270763699355,1415.80198019802,True,0.6800864447959996,35.202708333811685,259.83124129574907,123.44924947776603,0.1999825314387175,0.9203881575405019,6.728099490133972,3.555130851316512,1.2866325271986174,233.88635904606764,0.6175118914132353,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
147,False,0.6099961255151446,29.050495049504953,269.65693069306934,111.26064356435643,-0.028389012223423295,0.7705445544554456,5.810148514851485,2.9797029702970295,1.8794554455445547,210.37846534653465,-4.836011347595123,1143.7730198019804,True,0.6297624035568178,34.424399683672284,304.2866549418942,102.88109830039605,-1.631828771639493,0.9210019286560386,5.548492010895849,2.0847352138216375,1.1021839635257533,239.30680517741504,-2.309692946617278,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
227,False,0.6777773507319091,37.51210760573322,334.45614791866825,111.31111154683244,9.12512382924614,0.34940491362914455,5.513636987510049,1.7270445677535735,2.3933060136075763,315.7894355012647,1.8273915574704007,1167.9352561714477,True,0.6899449120172231,34.24727637623758,265.37077417931346,103.20116715888624,4.97128238019717,0.3286389421420251,5.115050295280506,1.8522257265492452,2.2046154231687893,244.04269224601606,6.565218794639661,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,1.2870728024940687,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035551844,36.132227241294316,296.7785420811706,103.16711716495463,2.5888993669937537,0.628335385836693,4.686361835709225,2.0951614732790738,1.0177377478187521,253.30859939192678,-0.23196979600213377,-115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,False,0.699999988079071,20.0,181.0,81.0,9.443550109863281,0.0,4.0,3.0,2.0,173.0,3.8360648155212402,832.0,True,0.7341534836586145,31.500976129478616,214.58041314662464,110.65609572395454,4.584778883066093,0.8458184627891618,5.672351897258545,2.4615557181470296,1.7784045984333208,252.67337509787157,6.786828573131918,-115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
243,False,0.7417882651189633,23.352159468438536,203.687707641196,80.73089700996677,5.059926761741258,0.6578073089700998,3.9734219269102993,0.9269102990033223,1.461794019933555,225.02657807308972,14.344842587594574,817.970099667774,True,0.6765250640097537,37.87653699008163,276.32350113360053,110.55828613530258,1.2286719552973264,0.6670195269906153,5.247528174331065,1.9199325711946658,1.2981020677292472,252.64617933855726,0.7269668313210021,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,True,0.6806773194838996,27.11295681063123,145.39534883720933,132.98338870431894,0.29572703751218626,1.0598006644518274,5.39202657807309,2.06312292358804,2.2093023255813953,188.30564784053155,1.4158485545668489,1072.6777408637874,False,0.6910624293916475,30.02607824507286,216.07698948723706,94.85223423459188,-7.8928752185460205,0.9126815806604719,5.841144579879856,2.6659138412352945,1.0895376582410699,204.7390619123741,-0.7777536960545771,-115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
117,True,0.7212406595754465,29.732318974137765,242.35038528656304,114.44901080370973,-4.8272111372714805,1.8791200172545635,5.215113429148448,3.095429501382326,1.1749181388600223,223.34232662104668,0.151417671944594,1190.35562047803,False,0.7190187614233554,28.858063327003613,196.63297052435803,107.45163410642324,4.108973137323572,0.5389848707638797,4.181911047651175,1.6205524964846034,1.2892488169978613,217.9642310349254,3.917283489363713,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
44,True,0.7171078242301225,26.81027803760926,265.4937957617005,92.21073444505372,11.224771325514324,0.44529722930039034,3.391702415895236,1.1093684482146888,2.0606860626390997,270.79781472760703,11.667228361707663,918.386478727865,False,0.626794395814945,28.390852877326953,244.58541751695483,98.67455292206412,-5.841289952306401,1.254073533648479,5.1705176087643645,2.3657334970198467,0.7829467419630577,199.60994818192657,-6.626330064195733,-118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,True,0.7259789235816144,25.428465346534654,121.54430693069308,137.27178217821782,1.4501408578735766,0.7106435643564357,4.6039603960396045,2.0423267326732675,1.810891089108911,192.15841584158414,4.10914285867521,1030.2841584158416,False,0.6725117388029105,28.92149044944337,236.8598898726744,102.11545504297372,3.8110990175658217,0.3543501434229714,5.3469641602785405,2.4510861414703573,1.9161978204752232,211.0930224950568,3.25768838126079,-115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54,False,0.7455334415499087,28.17191819768239,210.01762710535087,94.08184153251898,3.7402080423806106,0.5129899413736985,4.6831434677751425,2.285876747514755,1.9674516185957138,220.70775082841513,6.110525607486578,1236.543656006745,True,0.7025130237655594,36.21639146161993,259.97012588624244,140.90566897295912,3.665389471044567,0.8810736674370458,7.137037509953218,3.557664605053062,1.6997843924818858,256.9413511675825,2.9816766083695403,-115.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
238,False,0.7107864346076102,34.239545715844116,251.01078093930988,150.64169260372412,11.475371652965158,0.6478638994453169,5.05696595034468,1.8424978588793697,2.4377353598250124,273.40543154671565,5.29007809563115,1390.3535325688501,True,0.673044469317227,27.62264716489195,203.03708871123726,89.41175302139527,-1.6318588145942425,0.5101498215091879,5.303358672538285,3.2410312777699457,0.9880748971825164,202.8092431694015,2.3134278788422273,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
205,False,0.7450060571928319,23.25799494127566,204.9748632379757,84.72994647163782,6.479083424561051,0.23487774749514714,4.854100899982353,3.3529734711084096,2.84590498225525,210.6995745181467,11.522213618434325,913.4409913531107,True,0.7141332954533195,29.085084192543402,216.3691883455046,104.67769575673803,1.9734524235632416,0.4833930534825625,6.240046608200669,2.911323409423741,1.8551769885407534,235.36682707256574,2.8972514518333248,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,True,0.7039681915093834,30.965030948296278,268.345737633365,82.41348697467569,-3.902006115703713,0.8308596413460589,4.506687816176629,2.307351191176509,1.1482214403746631,211.1151370200165,2.5717344141237835,1019.415455663626,False,0.6989551130245928,32.44338277898755,247.47794312177797,134.2869206712647,0.6659449066766028,0.7363846160196711,6.229513059542744,2.988549345660525,1.5327824390545053,257.7316383225652,3.2101039938210527,-110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
176,True,0.7042910906417162,39.73621921135197,297.36408993837273,123.94251439146444,-0.04836908759410541,1.0151549876695112,9.773176130197342,2.7626429506341115,1.9119844789945084,283.578443087221,2.29348241364138,1507.5455792840714,False,0.7166081921731037,28.065372682688288,209.81076283711178,101.40742205636172,-0.7528596611103009,0.49988345026407494,4.556119007312108,2.5465448461762055,1.5614372297954469,224.01711204667222,2.986423609477706,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
202,True,0.680522636717736,29.767441860465116,168.4485049833887,101.05980066445183,2.181041738717659,0.3289036544850499,4.0,2.0764119601328908,1.2691029900332225,180.13953488372093,-1.2708401670091571,1357.3189368770763,False,0.6767072149677584,34.551463697415805,245.73146440958672,132.46288806997063,0.4984720375531009,1.164209946994113,7.11028384876232,2.566874608128429,1.4518697207042393,236.09182222778105,1.7023698549797015,-107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
194,False,0.6263157933950424,19.0,191.25000000000003,53.699999999999996,-14.298936986923218,1.55,7.199999999999999,4.6499999999999995,0.8999999999999999,151.25,-7.578084087371826,657.65,True,0.6457181482224927,35.23446210358505,319.9209390575706,114.44852866319364,-4.042738595275362,0.9416989210861709,6.140796043256293,2.9303775496639286,1.8407932541534686,245.7136323477052,-0.8128268124326505,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
273,True,0.6985296131136836,29.495012367761262,198.86530347932748,107.86778007949572,-0.42741532522899245,1.2180265279078346,2.8674453629795673,1.8333061326600253,1.5642436556427706,202.67732831327845,-0.2828419265030359,1238.9226214386458,False,0.633317378185361,28.60034768036614,255.7576180364669,84.79143429023249,-1.641106466410182,0.5992134903256993,6.884566186622234,3.197207409084501,0.8084249158766041,211.3893807749649,1.0946653160930806,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,False,0.630834819204998,31.38863829536618,262.90376329160875,120.08977297781955,2.4174006515179207,0.6584319230652572,3.3398238136282408,1.5519536524321418,0.9741790815985797,236.85624476595197,-2.1471853432789425,1063.6464062449631,True,0.7098106824319727,31.523846727311454,232.1754624111911,143.85092563180237,8.740186470985696,0.9136383660120619,3.742621560701413,1.4030046352993635,2.334639002770391,253.02602836110347,3.8577113250033763,-110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
138,True,0.6041568757291648,31.60797342192691,262.9202657807309,105.51495016611297,2.9464618181469433,0.0,4.767441860465117,2.5249169435215943,1.3289036544850499,221.3421926910299,-3.017281761795183,1041.6810631229237,False,0.7471353924284352,27.440015431199622,197.9843731693056,114.05385378126645,0.8018671687370676,1.2715264597480276,4.749951059078257,1.5923836125723263,1.8068798203655783,227.20196025446,3.844333410598323,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
168,True,0.7516088777551873,27.849521381711163,176.01594673413766,138.05469266540274,4.752971358615018,0.44521980859620947,6.325783201291713,2.095339957924953,2.0051216652219552,229.46480754276908,8.530541793364929,1109.0732328078734,False,0.7226794299598122,27.3262140131086,209.11789686672782,96.60607259156869,1.4944841950090983,0.5908137320342431,5.182279187800816,2.4471730559623497,1.8229940971053655,224.55945531091368,4.100104514432843,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
