,home_flag_passer,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,pass_touchdown_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,total_top_seconds_ewma,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,pass_touchdown_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense,odds,passer_player_name_A.Rodgers,passer_player_name_B.Mayfield,passer_player_name_B.Nix,passer_player_name_B.Young,passer_player_name_C.Stroud,passer_player_name_C.Ward,passer_player_name_C.Wentz,passer_player_name_C.Williams,passer_player_name_D.Gabriel,passer_player_name_D.Jones,passer_player_name_D.Maye,passer_player_name_D.Mills,passer_player_name_D.Prescott,passer_player_name_G.Smith,passer_player_name_J.Allen,passer_player_name_J.Brissett,passer_player_name_J.Daniels,passer_player_name_J.Dart,passer_player_name_J.Fields,passer_player_name_J.Flacco,passer_player_name_J.Goff,passer_player_name_J.Herbert,passer_player_name_J.Hurts,passer_player_name_J.Love,passer_player_name_J.McCarthy,passer_player_name_K.Murray,passer_player_name_L.Jackson,passer_player_name_M.Mariota,passer_player_name_M.Penix,passer_player_name_M.Stafford,passer_player_name_P.Mahomes,passer_player_name_S.Darnold,passer_player_name_S.Rattler,passer_player_name_T.Lawrence,passer_player_name_T.Shough,passer_player_name_T.Tagovailoa,posteam_ATL,posteam_BAL,posteam_BUF,posteam_CAR,posteam_CHI,posteam_CIN,posteam_CLE,posteam_DAL,posteam_DEN,posteam_DET,posteam_GB,posteam_HOU,posteam_IND,posteam_JAX,posteam_KC,posteam_LA,posteam_LAC,posteam_LV,posteam_MIA,posteam_MIN,posteam_NE,posteam_NO,posteam_NYG,posteam_NYJ,posteam_PHI,posteam_PIT,posteam_SEA,posteam_TB,posteam_TEN,posteam_WAS,defteam_ATL,defteam_BAL,defteam_BUF,defteam_CAR,defteam_CHI,defteam_CIN,defteam_CLE,defteam_DAL,defteam_DEN,defteam_DET,defteam_GB,defteam_HOU,defteam_IND,defteam_JAX,defteam_KC,defteam_LA,defteam_LAC,defteam_LV,defteam_MIA,defteam_MIN,defteam_NE,defteam_NO,defteam_NYG,defteam_NYJ,defteam_PHI,defteam_PIT,defteam_SEA,defteam_SF,defteam_TB,defteam_TEN,defteam_WAS,roof_dome,roof_outdoors,surface_a_turf,surface_astroturf,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf
19,False,0.6997619500473553,31.189715511402124,272.35165790407376,144.1335483662871,9.387344801386329,0.17387188336612586,1.8194577944069927,1.5230526078121471,1.952972293003903,271.35685417540236,3.9144378381241025,1200.450703157759,True,0.6622269373889534,32.17545368215951,284.7922588481418,116.10375725501447,1.559148013001124,0.9287431257719867,5.727639608424358,2.692683671811468,2.0276361995209062,249.6499950916397,1.1060083638925389,-115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
92,True,0.7126850051881718,33.44664861825135,297.4714601062381,107.7771755997307,4.122520033784679,0.9313966932997458,4.930307085403027,2.1432827294712986,1.7183167005070354,275.2404940614466,4.328999093189919,1152.6963101217823,False,0.6767627624742903,27.432117591114917,230.33676385921075,93.9918087976873,0.6926312970447838,0.841034232559863,4.515557317837685,2.8645652875140653,1.9179308454285091,199.8939358540363,0.33040244840799976,-115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,True,0.6226395211495567,39.284750168693286,280.21632129373637,122.26655441757397,-1.3159798739081119,0.6048475122961449,5.698313856134457,1.7297122278380017,1.5566055199731343,234.64477011401232,-3.331080108807186,1202.6160354706772,False,0.7448034717278994,26.386003943910236,229.66236516936425,88.88900030544195,0.3682488078264188,1.2644198265637205,4.431791376459842,2.1959787029040014,1.8341212539793432,218.6012239109702,5.470327062462634,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
201,True,0.680522636717736,29.767441860465116,168.4485049833887,101.05980066445183,2.181041738717659,0.3289036544850499,4.0,2.0764119601328908,1.2691029900332225,180.13953488372093,-1.2708401670091571,1357.3189368770763,False,0.6767072149677584,34.551463697415805,245.73146440958672,132.46288806997063,0.4984720375531009,1.164209946994113,7.11028384876232,2.566874608128429,1.4518697207042393,236.09182222778105,1.7023698549797015,-123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
63,False,0.6180305127349633,33.28068303196597,257.87155889180525,97.3534494425471,-10.544107620212424,0.8393683655869255,6.8256552786747635,4.281614738426471,0.6344363332331806,209.4149639674428,-3.568439795735021,1006.459799042478,True,0.6943584407485988,38.069000240034974,295.1235694208144,127.19724605355906,1.9183247069627067,1.3001646014550718,7.822078907624891,2.5679059741378114,1.9277266966002466,287.7893981544667,1.8294164213793143,-115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,False,0.630834819204998,31.38863829536618,262.90376329160875,120.08977297781955,2.4174006515179207,0.6584319230652572,3.3398238136282408,1.5519536524321418,0.9741790815985797,236.85624476595197,-2.1471853432789425,1063.6464062449631,True,0.7098106824319727,31.523846727311454,232.1754624111911,143.85092563180237,8.740186470985696,0.9136383660120619,3.742621560701413,1.4030046352993635,2.334639002770391,253.02602836110347,3.8577113250033763,-118.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
216,True,0.6433762353614415,20.77326732673267,177.39356435643563,70.77797029702971,-3.8544648286729766,1.1490099009900991,4.04009900990099,1.8195544554455443,0.9509900990099012,158.9131188118812,-0.8317234140221438,1070.705693069307,False,0.6343754509938793,33.19183263020595,308.66258650164866,99.6397052698857,-4.656485122985417,0.9522991172523216,6.660651308118786,3.306672540634124,1.8697399352164745,227.03842646630423,-0.6873834798280031,-118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,True,0.6630802944160294,34.155270989884386,320.5435006945634,90.62750906169545,7.432811545153156,0.1963275531715356,4.456201431400357,1.364709081118445,2.7467257318690264,256.97796017764176,2.1823459755015455,1139.2674959171536,False,0.6657228502133649,28.121793162997694,237.33305801972503,100.44387174982151,2.680727355461007,0.5321936809456276,4.192513901501645,1.9650876764740093,1.4059454911935823,208.36758796313558,0.14761372467502562,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56,True,0.7036073494969538,34.44917663671922,283.0426381520058,109.53313141372786,4.058812840654484,0.7263533240362177,4.493379511516506,1.8758609273730058,1.7845623992379864,245.78608278096291,2.694323682380006,1354.1129264954334,False,0.5951391095151621,31.568992444140555,279.1726573349872,97.93997358836732,-1.7550335961654957,0.7147620768621642,8.527603790039601,4.278814342057604,1.2574780059627402,225.51566380030513,-5.055109296761987,-115.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,False,0.668838767231312,35.48127861681988,321.90464725661417,135.18585490052436,0.07700082492634665,0.37293557311032594,3.308720187603517,2.1198974279597085,1.7233442522076345,260.9095940058495,0.6947270739859069,1204.679378724531,True,0.6747723724830015,29.037747199219407,254.0737375796639,103.65362102755962,3.669858301192251,0.6504589433779893,4.4575169907242325,1.7351071601349,1.718377822569934,220.8937186216102,2.323736858220975,-115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
196,True,0.7207718106223631,30.123997568675126,214.59165506558696,94.48422579949414,5.475665474414933,0.6066939863924236,2.35413031117037,2.0333130722927,2.1584282661124288,207.3148369639811,4.718139123779656,1192.1718593753062,False,0.6366375649972984,29.689033622632873,242.0362541777733,104.14221101473841,-1.484837726015097,0.5850798748839157,4.968770103563663,2.6409780573395225,1.1136909762652152,202.20849241891983,-3.118755493337326,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
109,False,0.7160039440138369,37.28689633536597,279.64524225015197,122.01501931334681,10.045558007099435,0.5415776161251741,4.375208329248446,1.37799258838062,2.359561577223977,272.1436050273524,5.339755059300957,1246.0804494029526,True,0.6929467599446305,30.529074679109044,240.51005884045367,101.56818552159177,5.2542782293666175,0.6335514996916517,2.8813841094672226,1.577685335744356,1.8553099917312672,229.78228548894282,4.4554295305046425,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30,True,0.6252937520366363,37.43172883506361,270.78001431155536,132.40235165430948,2.0347069105379565,0.3648916139753792,4.011993034372081,1.2899205274791519,1.549630370964708,231.0338478755937,-2.982759769042214,1247.8836263266785,False,0.6823820149169125,32.55746315608324,269.3082947778524,122.32642575954456,2.2160686596662256,0.5747957379688059,5.971555508264041,2.70526972651162,2.1553382497596503,258.6499135734951,5.577550735493801,-115.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
189,True,0.7060858266188367,31.442574257425743,232.5846534653465,155.659900990099,10.09873130070691,0.26955445544554457,3.6881188118811887,2.118316831683168,2.0599009900990097,258.6777227722772,8.873536654038004,1372.9502475247525,False,0.7036358297145515,32.68620026618868,224.22982231727752,150.01040057054723,5.228605311645428,0.9026785530343678,5.069175990800523,2.33936785951091,2.2899924728222096,254.4604166647856,2.3996345682823,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
55,True,0.6763487867396984,33.32195593974777,265.59624068638516,97.95660258684643,-0.7440081926790681,0.6394832758120181,5.284911137631843,2.471359223300971,1.716171015708157,222.86153436764184,0.846239257278229,1169.3909379737447,False,0.669285602895568,32.72994355881033,275.66830520397593,95.66770264414299,3.043165295552949,0.06755574501857639,2.9771580351143245,1.363986582577681,1.7016483911192668,233.7345711336736,1.2828130562978248,-115.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,True,0.7185805367739228,28.10681708221785,191.79338289842923,137.63929135890075,6.262809950390721,0.8945150469309421,3.5867641841112157,1.0778489178466601,2.419665838789795,216.0264071218914,5.175506684864943,1101.482516208109,False,0.6906462862497943,36.34899117264912,259.72266683574344,103.10286581497223,1.772784841828417,0.393971024702109,7.0101097989045975,2.8747836724789155,1.6910002086894702,231.50575367965567,3.8949037396824306,-115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39,False,0.6415413299250998,28.979009129499183,187.36966358323969,95.89088806043335,-1.9859602289776044,0.5913685081312131,5.6573681455137805,1.4993021722634114,1.6243162328700327,177.3949071156667,2.0331283975323564,1178.243672931044,True,0.6862863590289011,36.28553823216746,256.1367274110628,100.35689021225002,0.022271567669404923,0.3223399293017255,6.644635290012853,2.897550277482749,1.7471819889277482,229.23198028335466,4.088972373760501,-115.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
86,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,1.2870728024940687,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035551844,36.132227241294316,296.7785420811706,103.16711716495463,2.5888993669937537,0.628335385836693,4.686361835709225,2.0951614732790738,1.0177377478187521,253.30859939192678,-0.23196979600213377,-115.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,False,0.6169451982205714,33.430843917949446,281.6596149862469,99.7870826312098,-0.25460393147142607,0.3479360525651103,3.8055845533134005,1.4271672818422925,1.4175678489726953,234.43953667121824,-1.9655655936770389,1131.3702084615,True,0.6855976832262041,37.20321503671763,265.0827200255039,127.08245396973788,-0.6628560343484002,1.0191184522137255,6.6742842274183145,2.8595073050013453,1.6210401853274374,268.0904235579488,-0.32101062561379634,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,True,0.685948856507878,34.063214446775554,284.053646006941,157.5133428756299,8.44697074026611,0.23487774749514714,2.1069782945432443,1.7065743808944924,1.9364718338856102,276.74506382227804,2.666977100041715,1314.6405364600696,False,0.6854483435049246,33.460779884148764,261.726727526927,94.63940765359635,3.6941977400475645,0.100916606756145,2.867112620355966,1.272128104838264,1.8259192015485342,226.81337169351238,1.833380322183048,-115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
174,False,0.686285990302122,34.65739887453187,258.623791690359,103.547420638811,-5.015261195836842,0.9490009999803927,8.504735201270565,3.2793082488578658,1.4145212838963945,231.9452363679144,-0.20518359008617187,1308.8345914785984,True,0.7118139880206954,30.391581332615573,202.4612964891731,113.13703565356703,3.88901783676472,0.43169463431497085,4.272705813675363,2.3525991408734312,1.8015519398947122,229.70440380375854,4.302954941248754,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
235,True,0.6521899830006878,36.57477304366581,320.70004509715494,127.88364934020903,5.48445515456764,0.44430501362718383,5.642379561185074,1.1909766475167152,1.7046332424854413,260.3455422442697,1.1806914608365566,1302.9071978980805,False,0.646425512535853,32.65888783375051,313.85720525883994,102.34903664501769,-1.5549489068256688,1.1351304870546506,6.333781743629771,2.6243911544362386,1.8115553549699963,248.01666066755965,-0.3508753153539444,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
215,True,0.6433762353614415,20.77326732673267,177.39356435643563,70.77797029702971,-3.8544648286729766,1.1490099009900991,4.04009900990099,1.8195544554455443,0.9509900990099012,158.9131188118812,-0.8317234140221438,1070.705693069307,False,0.6343754509938793,33.19183263020595,308.66258650164866,99.6397052698857,-4.656485122985417,0.9522991172523216,6.660651308118786,3.306672540634124,1.8697399352164745,227.03842646630423,-0.6873834798280031,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,False,0.7207040024150817,27.879512184073803,160.19018612572512,125.13393022421758,-1.2232213516379626,1.195448997899507,4.384534431181068,2.289339916092355,1.5722988140479928,200.52596171807073,-0.648723817632194,1087.1999683618492,True,0.5914774510722365,33.10190290884228,288.59581054680774,92.67816020866418,-1.9072412120815172,0.5848053356144979,8.068039464577854,4.2281208253198574,1.0288456412422418,223.78554310934055,-6.288113730487258,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
111,False,0.7159506682599228,34.88303887555407,245.47484181732543,127.90100231212821,10.876249427406577,0.3043077074158802,3.8165283637969614,1.0152417655851032,2.6401432733309846,267.9843733104319,4.504091838358812,1184.950934433572,True,0.5792440923996689,31.25099076506068,282.9888034094288,102.37107883022675,-2.444889088679541,0.4291536494982004,8.644849076715069,4.785217529181517,1.3146953406211268,220.96358908926183,-5.875149662820655,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
178,True,0.7068319259436644,34.38165991986139,284.0672723562838,110.89157515015113,2.4359256562950464,1.0091600877073303,9.506886005423437,3.331222213698728,2.1248087515617056,266.2015485924767,4.416967511923401,1427.2856195202123,False,0.7009616465034083,39.81990263624308,285.6617519661166,135.68577529108043,2.7686326241638866,1.0185266431704072,7.0759865333417356,3.141404918944086,1.8082409493445504,300.5285041766535,3.8082787045900033,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
101,True,0.7872574308780461,26.030277185227252,226.93080853104652,90.40331173222029,9.559388825680108,0.3667581915959731,5.522591134219545,3.7074341249331053,2.0747495682734955,254.02030148939807,16.052266504295922,1204.323890539936,False,0.6763608423515591,27.30592150025156,212.6338224945909,90.21221075272892,0.7523879453055428,0.8057085064620546,4.18568116624606,2.167802018072746,1.8996932555237331,186.759254932711,-0.7800780555766926,-115.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
183,False,0.6601418760525886,29.113291896237328,251.96815748710807,81.2922295641262,-0.7588679404079312,0.0,4.597752985235584,3.403992078586694,1.6204192074665205,189.7799454912649,2.8178967285833147,963.0030783710124,True,0.6673924687481367,35.220713769445325,271.90944023133346,106.0546846928066,2.9926221186596873,0.6003845043928958,5.492125813559944,1.7601971823887632,1.3197612683148274,247.8366305655113,0.2157294568820349,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
141,True,0.6239091176822703,27.29771965255583,231.4621674084822,86.69082959157664,1.231157139638754,0.23487774749514714,3.32297405933217,2.4858140036469867,1.6269877061234095,200.1550753906786,-1.5738448319251679,1045.3446010862533,False,0.661904593395923,38.358865741325396,289.7937393614711,135.10463825060293,0.5399723807170373,0.9026966369939466,7.1121215990526325,3.4562710404979593,1.5725508665760883,251.86110550074935,-0.1345233239538654,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
264,False,0.6113008293339149,37.51825335370122,325.79254351919263,101.2883447874288,-3.3312910028085425,0.5182628747891249,7.200214741337206,3.85498022946094,1.265863594637778,241.5807663686884,-4.5867657237062245,1310.445490751555,True,0.6941877845215487,33.206384939223916,239.2210059836394,114.19330261761012,4.473097385365917,0.4737951069461099,4.3509225970715635,2.1932355931955247,1.7152181124061476,243.75317833521686,1.5676523195467476,-115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
