,home_flag_passer,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,pass_touchdown_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,total_top_seconds_ewma,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,pass_touchdown_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense,odds,passer_player_name_A.Rodgers,passer_player_name_B.Mayfield,passer_player_name_B.Nix,passer_player_name_B.Purdy,passer_player_name_B.Young,passer_player_name_C.Oladokun,passer_player_name_C.Stroud,passer_player_name_C.Ward,passer_player_name_C.Wentz,passer_player_name_C.Williams,passer_player_name_D.Gabriel,passer_player_name_D.Jones,passer_player_name_D.Maye,passer_player_name_D.Mills,passer_player_name_D.Prescott,passer_player_name_G.Smith,passer_player_name_J.Allen,passer_player_name_J.Brissett,passer_player_name_J.Burrow,passer_player_name_J.Dart,passer_player_name_J.Flacco,passer_player_name_J.Goff,passer_player_name_J.Herbert,passer_player_name_J.Hurts,passer_player_name_J.Love,passer_player_name_J.McCarthy,passer_player_name_K.Cousins,passer_player_name_L.Jackson,passer_player_name_M.Brosmer,passer_player_name_M.Mariota,passer_player_name_M.Penix,passer_player_name_M.Stafford,passer_player_name_P.Mahomes,passer_player_name_Q.Ewers,passer_player_name_R.Leonard,passer_player_name_S.Darnold,passer_player_name_S.Rattler,passer_player_name_S.Sanders,passer_player_name_T.Lawrence,passer_player_name_T.Shough,passer_player_name_T.Tagovailoa,passer_player_name_T.Taylor,posteam_ATL,posteam_BAL,posteam_BUF,posteam_CAR,posteam_CHI,posteam_CIN,posteam_CLE,posteam_DAL,posteam_DEN,posteam_DET,posteam_GB,posteam_HOU,posteam_IND,posteam_JAX,posteam_KC,posteam_LA,posteam_LAC,posteam_LV,posteam_MIA,posteam_MIN,posteam_NE,posteam_NO,posteam_NYG,posteam_NYJ,posteam_PHI,posteam_PIT,posteam_SEA,posteam_SF,posteam_TB,posteam_TEN,posteam_WAS,defteam_ATL,defteam_BAL,defteam_BUF,defteam_CAR,defteam_CHI,defteam_CIN,defteam_CLE,defteam_DAL,defteam_DEN,defteam_DET,defteam_GB,defteam_HOU,defteam_IND,defteam_JAX,defteam_KC,defteam_LA,defteam_LAC,defteam_LV,defteam_MIA,defteam_MIN,defteam_NE,defteam_NO,defteam_NYG,defteam_NYJ,defteam_PHI,defteam_PIT,defteam_SEA,defteam_SF,defteam_TB,defteam_TEN,defteam_WAS,roof_dome,roof_outdoors,surface_astroturf,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf
155,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,1.2870728024940687,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035491399,36.13222724051229,296.7785420811706,103.1671171610445,2.588899366961667,0.628335385836693,4.686361835709225,2.0951614732790738,1.0177377478187521,253.30859938801666,-0.23196979637693277,-115.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
541,True,0.6369057856861834,27.293054325559464,223.26055300382842,78.67884894399575,-3.3275019316545236,0.7957400204376954,4.643216952541866,2.8666201674868184,0.7662295444526676,188.54374470644515,-2.5388818391222734,976.6538203161246,False,0.6871774232120469,29.340856561477235,238.7495858527019,112.53390759501214,3.0040747933297003,1.127707317367262,2.912980656276467,1.4216874479465988,1.2846802534977226,229.8657313581744,1.968446431109809,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
397,False,0.6235304134716757,26.899422793208362,240.05036906938628,87.50737648790968,-4.916757202134972,0.6750330023105533,4.534361012475714,2.6452444524054153,1.0676943954587093,205.09386829690493,-1.255089612701888,1012.8675856801624,True,0.679347064844897,31.500615490751464,238.68801112640358,152.74828040578635,6.304086497252022,0.605456854503519,4.358930155900043,1.890395096645113,2.0482337798249546,259.5913713587298,2.662772931985402,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
101,True,0.6535675896512132,29.8622879567438,257.20918382714615,99.47486399030959,3.400583293440452,0.6579737583675607,3.822457381700559,1.2320721349644583,1.4908333517050179,223.9187194096415,-0.18628355358008689,1098.9943661749649,False,0.6527681123721865,35.10836899929967,312.61921919393376,107.30801386084504,5.46617895584391,0.7288534577064177,4.772522217664675,1.9291882231184287,1.395382272479437,270.6916694614636,1.1348816128391808,-115.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
503,True,0.7039681915093834,30.965030948296278,268.345737633365,82.41348697467569,-3.902006115703713,0.8308596413460589,4.506687816176629,2.307351191176509,1.1482214403746631,211.1151370200165,2.5717344141237835,1019.415455663626,False,0.6989551130245928,32.44338277898755,247.47794312177797,134.2869206712647,0.6659449066766044,0.7363846160196709,6.229513059542744,2.988549345660525,1.5327824390545053,257.7316383225652,3.2101039938210563,-118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
534,True,0.626454043185959,32.021209122875426,303.43356355284186,99.06291574367539,4.929882338923959,0.6061868299713428,5.8048286843285375,2.3856353259065655,1.9517728112950052,253.09565729836012,0.7261456750543642,1114.942350922886,False,0.6883671904385842,29.193168744825517,238.8355122213092,130.8337964008436,4.868097249370225,0.22793334677310306,5.676240909317498,2.6544472815564464,1.803128537859426,257.6163666840941,6.037864430588442,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
4,True,0.6806773194838996,27.11295681063123,145.39534883720933,132.98338870431894,0.29572703751218626,1.0598006644518274,5.39202657807309,2.06312292358804,2.2093023255813953,188.30564784053155,1.4158485545668489,1072.6777408637874,False,0.6910624293972044,30.026078244722413,216.07698948618568,94.85223423459188,-7.892875218288757,0.9126815806604719,5.841144579879856,2.6659138412352945,1.0895376582410699,204.7390619123741,-0.7777536953981041,-115.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
138,True,0.5601847474274005,33.48341588701096,298.66113296831264,98.75884938828408,0.03495513847664438,0.5177388832614551,4.321702443339118,1.3869588602310585,1.489158757235769,210.75867141410467,-4.479672479870188,1207.679584448065,False,0.6176790953872819,28.039587854917702,226.58559964884165,94.53944784784973,-5.603275523161158,0.76391262632239,7.2334417177915284,3.400424885026532,1.3896317594548602,184.5940386598277,-0.746172393185337,-115.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
482,False,0.7607960784024592,26.74371090762926,231.98384345404992,91.23207388090431,11.470473293117378,0.6015372247602989,3.1782710142938373,1.1477422011333112,2.0819787847297113,262.30607242995234,13.164973051701663,1021.6769082959157,True,0.6550059690629196,36.210735252875544,318.14538599633175,117.13601667342907,-1.0333217671522874,1.3160400971641286,4.582278064086184,1.559309345619877,1.4666851095453146,266.01180307788786,-1.3972320648450371,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
401,True,0.7088564151436977,11.577475247524752,62.7460396039604,45.34678217821782,-9.270660833815242,1.0782178217821783,2.605693069306931,1.4076732673267327,0.0,59.19554455445545,-4.7796940791724944,998.5056930693069,False,0.6315271191573802,35.5696229341582,374.5469944661121,99.6868696577345,3.7999975323690367,0.7073977621762141,5.818067626467772,2.3385439710568687,1.8118150730140565,281.0253468600995,-0.48577502352288054,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
489,False,0.6933726892577768,26.44241969764239,218.03238569498657,105.80152697739109,2.429406387981839,0.9099748908825207,3.2385652960912075,1.474604182106774,1.3432916481351267,229.89509584173894,3.862369786486422,1050.7783874917027,True,0.6689151798722347,32.80514469728884,261.8357699357761,106.66786814588659,-1.0025786555348477,0.6252322655436964,6.218739946727259,3.696770224122655,1.5060135425760839,236.92016345127024,-0.09236759220946054,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
291,True,0.6226395211495567,39.284750168693286,280.21632129373637,122.26655441757397,-1.3159798739081119,0.6048475122961449,5.698313856134457,1.7297122278380017,1.5566055199731343,234.64477011401232,-3.331080108807186,1202.6160354706772,False,0.7448034717278994,26.386003943910236,229.66236516936425,88.88900030544195,0.3682488078264188,1.2644198265637205,4.431791376459842,2.1959787029040014,1.8341212539793432,218.6012239109702,5.470327062462634,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
271,False,0.6347907992553101,29.003036802890044,248.61515982324298,94.53815759765185,1.1458415055366862,0.4066590329968067,5.120601232138825,3.1545737509273293,1.723871883366126,201.65210947327677,-1.195453918692352,1060.8123810598975,True,0.7346371873105643,29.77036686319929,265.54193513857075,106.00009115899798,3.34343023796416,1.3981616762794078,4.535102035285325,2.342164393285092,2.227917389619463,264.3100922907938,4.98766487543274,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
340,True,0.6377382985693011,30.79671418731373,308.3814315766984,87.81631624761738,-0.9182322568284665,0.993833641922672,3.4742714866687696,1.5115080821343192,1.2756381913326507,224.38168205876633,0.30933599357981245,973.0339779369332,False,0.7195407014163764,29.696132600986516,226.86659188071903,105.43070599069377,3.2481850833146195,0.6422223933754172,4.457294248355145,2.100586610838364,1.4135834040573456,214.48316969309397,3.7063949266321154,105.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
233,False,0.7188641561947756,27.79966436897312,201.61758425540586,125.1289920210982,6.505505174729943,0.7212886997069556,4.491399502315411,2.5309123946110024,1.9779535455065267,225.78210310611243,4.421617624438877,1215.8255661973467,True,0.61576341725465,28.03239006311448,235.38821789450685,96.62318460278615,-3.9868736366591104,0.6250194215365008,7.0091795872839775,3.327620360476253,1.5006078031903405,195.0314861762227,-0.34928208439656766,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
195,False,0.7159506682599228,34.88303887555407,245.47484181732543,127.90100231212821,10.876249427406577,0.3043077074158802,3.8165283637969614,1.0152417655851032,2.6401432733309846,267.9843733104319,4.504091838358812,1184.950934433572,True,0.5792440923977705,31.250990764931814,282.98880340865753,102.371078829965,-2.444889088759529,0.4291536494982004,8.644849076715069,4.785217529181517,1.3146953406211268,220.96358908822802,-5.875149662957792,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
359,False,0.6602020115458284,28.174552708900976,273.58080932941016,86.89594460486842,8.643111722972105,0.33402957752098233,3.971647069146083,1.1734063983335086,1.9119879095233687,220.94353016276807,4.75753327400138,1120.0576361440847,True,0.6147309773780398,35.70395362231734,308.1589449487206,91.0339054113719,-2.6033557950175368,0.6321226560321509,7.551151350802219,3.8821597387421334,1.2439216072802644,230.57994319621903,-2.1132092801410773,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
562,True,0.6113577759938368,26.41954079331778,248.50667633967964,66.53744044234426,-1.4416492512975425,0.7764553636203211,5.9221779965098715,2.7415148722574068,0.9650595086370857,163.91198211799772,-1.1328306545479827,917.8531401345073,False,0.7153495903361583,31.336270481481325,242.2168755437926,104.56585752148966,1.0282060390390975,0.5582474774493725,5.223252028369282,2.2871116982667345,1.7054178403015132,225.30654144497728,6.616018301460632,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
53,True,0.662926762039655,36.50775818909751,267.41435979316987,126.85985555465815,3.9076997320737847,0.6246555609282962,4.203472393749237,1.5228047988955564,1.1104825584788927,237.4832047992188,0.23258182393861915,1277.6255387848846,False,0.6567625644961974,29.325915801737178,217.27940756884044,81.25831178903145,0.4302090348252764,0.6881877927816422,5.603836177901703,2.3717145596542877,1.2667619931674672,192.98217043261067,0.651847770973493,-115.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
184,False,0.703336395153291,27.06064296060309,269.40281902069853,107.75064289611367,6.017603802326173,0.6236741536639459,4.296818550598346,3.010572319602916,2.002250917512511,243.30786556526857,8.272163913213298,1144.6153336001303,True,0.6130482619841162,35.0055743674005,315.6432033348256,100.1855876749359,-4.758549797207921,0.9071176876644202,8.711426418423482,3.4279430144052774,1.5034760851425468,214.53213619160104,-1.1059015531664562,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
303,False,0.7343337116377596,29.931299366022827,192.62017058217003,138.7247642782626,4.610971516866663,0.34393015650494396,7.389190049322828,2.756164115845601,2.0039564617012595,241.87182664674827,6.017494183522731,1143.409799701317,True,0.7330252050420842,28.838610925274526,233.30648438980958,139.24827946373313,8.561344835961888,0.7700705099992828,4.490572355538674,2.122657062545139,2.306776590102702,272.80874459925644,7.30511960649886,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
39,True,0.6490835934599097,31.616158227069867,261.29924808687826,110.695222026033,-1.3271726304461338,1.00846615390293,3.2047796336159613,2.3591060569377036,1.4646883535520399,217.15538613633802,-2.220475830510241,1268.3839452689917,False,0.700639228522256,28.411333158014198,211.60514506883524,94.16620483603593,1.75787438065736,0.948233384192888,3.2288226133925955,2.230210480505688,1.1559217917354168,207.30286864020223,1.909342846828617,-115.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
247,False,0.6170459896682623,38.26698536924333,290.9420572017501,125.57217613292262,-1.0130790889198922,0.6429178905939961,7.315437494181999,3.0370212055958374,1.8530713106820669,256.64226742057076,-3.544563915436417,1193.3630709626025,True,0.6603161992805671,32.00789879395695,256.5813976193695,103.11223242824907,-0.9654046495731569,0.9199527441910005,6.378429896207281,2.1412073103625517,1.716885660939465,229.79880620722244,-0.9892077733712096,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
556,False,0.6855391261564743,24.84186371251606,193.59218997922557,100.94221111929998,-0.35586630598424857,1.0799412491430893,3.398972802806267,2.2117252765155837,1.0542838592248769,184.40343133258105,0.7301527235604166,1095.215378588053,True,0.6264884665265592,30.50927892626908,221.12343680143135,120.37446531969627,3.575406648437167,0.06703894201445237,4.16956411409982,1.8600465569072933,1.2764749268545876,210.59542609269602,-0.6011654498465822,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
290,True,0.6242243971603899,40.962411702093355,300.602006257459,112.82757313808341,-2.745116693228824,0.7968583685449793,6.872355901041834,1.9613618036964164,1.415848466277457,238.34144115085635,-1.8483776627108155,1267.254623746089,False,0.638163716887407,29.981504857907186,201.06996935269552,118.35275811956853,4.111378292393952,0.18284287033429145,3.821613746886314,1.4917840782481748,1.6659649349668615,208.0700429754067,0.042720842088977334,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
