,home_flag_passer,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,pass_touchdown_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,total_top_seconds_ewma,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,pass_touchdown_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense,odds,passer_player_name_A.Rodgers,passer_player_name_B.Mayfield,passer_player_name_B.Nix,passer_player_name_B.Purdy,passer_player_name_B.Young,passer_player_name_C.Oladokun,passer_player_name_C.Stroud,passer_player_name_C.Ward,passer_player_name_C.Wentz,passer_player_name_C.Williams,passer_player_name_D.Gabriel,passer_player_name_D.Jones,passer_player_name_D.Maye,passer_player_name_D.Mills,passer_player_name_D.Prescott,passer_player_name_G.Smith,passer_player_name_J.Allen,passer_player_name_J.Brissett,passer_player_name_J.Burrow,passer_player_name_J.Dart,passer_player_name_J.Flacco,passer_player_name_J.Goff,passer_player_name_J.Herbert,passer_player_name_J.Hurts,passer_player_name_J.Love,passer_player_name_J.McCarthy,passer_player_name_K.Cousins,passer_player_name_L.Jackson,passer_player_name_M.Brosmer,passer_player_name_M.Mariota,passer_player_name_M.Penix,passer_player_name_M.Stafford,passer_player_name_P.Mahomes,passer_player_name_Q.Ewers,passer_player_name_R.Leonard,passer_player_name_S.Darnold,passer_player_name_S.Rattler,passer_player_name_S.Sanders,passer_player_name_T.Lawrence,passer_player_name_T.Shough,passer_player_name_T.Tagovailoa,passer_player_name_T.Taylor,posteam_ATL,posteam_BAL,posteam_BUF,posteam_CAR,posteam_CHI,posteam_CIN,posteam_CLE,posteam_DAL,posteam_DEN,posteam_DET,posteam_GB,posteam_HOU,posteam_IND,posteam_JAX,posteam_KC,posteam_LA,posteam_LAC,posteam_LV,posteam_MIA,posteam_MIN,posteam_NE,posteam_NO,posteam_NYG,posteam_NYJ,posteam_PHI,posteam_PIT,posteam_SEA,posteam_SF,posteam_TB,posteam_TEN,posteam_WAS,defteam_ATL,defteam_BAL,defteam_BUF,defteam_CAR,defteam_CHI,defteam_CIN,defteam_CLE,defteam_DAL,defteam_DEN,defteam_DET,defteam_GB,defteam_HOU,defteam_IND,defteam_JAX,defteam_KC,defteam_LA,defteam_LAC,defteam_LV,defteam_MIA,defteam_MIN,defteam_NE,defteam_NO,defteam_NYG,defteam_NYJ,defteam_PHI,defteam_PIT,defteam_SEA,defteam_SF,defteam_TB,defteam_TEN,defteam_WAS,roof_dome,roof_outdoors,surface_astroturf,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf
170,False,0.7690669581896231,28.928668065332054,198.6456343993255,110.439089429619,8.370035733733186,0.320817238877669,5.411266445755966,3.3303072488774736,1.2972098586302225,250.63773259347855,12.769072709631724,1099.4775004411676,True,0.6911841698058356,30.809474211174425,256.6780524336375,111.55664375721871,1.0300920792816344,0.7000682981325518,4.683451307130948,2.098123041682687,1.9002927966785434,225.2609870767263,1.9490916132250335,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
173,True,0.7872574308780461,26.030277185227252,226.93080853104652,90.40331173222029,9.559388825680108,0.3667581915959731,5.522591134219545,3.7074341249331053,2.0747495682734955,254.02030148939807,16.052266504295922,1204.323890539936,False,0.6763608423447962,27.305921499823242,212.63382248516785,90.21221075315725,0.7523879446999743,0.8057085064620546,4.185681165817739,2.167802018072746,1.8996932555237331,186.75925492371627,-0.7800780565096453,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
85,False,0.6498512029647827,18.750000000000004,97.6,50.199999999999996,-7.21132299900055,0.0,4.6499999999999995,2.35,0.55,86.25,-1.7365581810474393,639.1999999999999,True,0.726616174596266,29.11681492570937,214.24022951242986,98.08338442315234,4.75282001357858,0.35175065722815846,4.430779494403382,1.635858481819059,1.2881309553401992,208.24510195812582,4.834222039160952,-115.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
37,False,0.5928257488354517,30.17957034706117,258.8553561625271,96.60976194380858,-3.200709326481097,0.7238992240898248,3.2598395691304844,2.258794499887919,1.4198585179250245,196.9796621861428,-6.396385815735124,1154.2405611639872,True,0.6985997099007657,29.82433718666319,244.24966115221068,108.6186516686463,4.062776268561481,0.922669623300487,3.2924387187716553,2.072289730138127,1.2329202074072276,237.52650747487,2.3470720953964403,-118.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
115,False,0.627063994521343,35.0459906069636,245.06185868310263,95.46385801261552,-9.063271814560188,0.3447157232169142,6.625389786844559,3.7520679378061317,0.5796335903283798,198.6899251618423,-2.819710716104789,1190.160000478873,True,0.639714781588762,28.270607378232746,238.27128845969537,96.65932514737192,-4.896482953465417,0.7114487655051431,7.72976209952298,3.9338526372546507,1.2539943726670513,199.61493613978942,1.436126168894898,-115.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
367,True,0.5991448762520426,25.18074541173435,248.44838564009936,59.232677482824236,-12.853309602144975,1.7625100796697095,8.290650904751153,3.167893429668096,0.8613618036964161,149.9448875915234,-7.974446192677686,796.0972921975292,False,0.7123889309879606,31.0303135721451,203.28657184084986,152.38016208043686,9.697017941133279,0.6035923379334914,4.241643311185344,1.7906964677651434,1.810398297659556,272.1694776956108,4.745032005504607,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
273,True,0.6553159144923744,27.864256547813074,237.8954802741382,89.55863238196287,0.21675603377679195,0.238446506074058,5.33958445214864,2.6769899463062052,1.2383055003217518,194.90882134694934,1.7221442584936846,1033.8582797391616,False,0.7093458866029815,29.570256559027808,194.14355877887718,139.22013261126654,9.617760620271156,0.4938482764910384,4.561344527333463,2.192388019080572,2.02668951626691,252.32048175095426,3.9084719579294362,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
510,True,0.5415640520762235,28.53771494676575,236.6778298464736,118.09460598811788,-9.480455575551508,1.3819729024921081,10.092978569047666,2.8961588988451203,1.054038156114586,203.84894413835022,-7.804771530246272,792.3113468363365,False,0.6220120669770519,26.8909032042039,236.26239812506668,82.64808868023358,-2.101639690067493,0.9956104342510251,4.737674140829317,1.8565181230906955,1.251526843116538,188.94829695752898,-2.9943729027167176,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
415,True,0.6433762353614415,20.77326732673267,177.39356435643563,70.77797029702971,-3.8544648286729766,1.1490099009900991,4.04009900990099,1.8195544554455443,0.9509900990099012,158.9131188118812,-0.8317234140221438,1070.705693069307,False,0.634375450993876,33.19183263020573,308.66258650164343,99.6397052698824,-4.656485122986008,0.9522991172523216,6.660651308118786,3.306672540634124,1.8697399352164745,227.03842646629568,-0.687383479828427,-118.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
244,False,0.6438941121867597,41.262156710892235,323.0503996503572,136.36372129614483,-0.45475126500942803,0.6872967156329569,9.268572432526106,3.2672930855587348,1.766976185086939,293.8415701312405,-0.6846283977344234,1340.344834114094,True,0.5868536803788135,29.791971393815686,248.58933782417373,87.39310804405547,-8.672082333841004,1.3326535396331454,6.26479677755953,2.9323148491644146,0.9228472505374886,193.62737601812657,-7.635656800992923,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
108,False,0.5216309280889259,32.44693241308994,272.89766867316325,75.6023999529421,-8.593580666243971,0.7141232524852454,7.196525558322386,3.3706201839179624,0.34940491362914455,185.45073626007334,-11.156637904723532,978.4760690966845,True,0.6747390688138394,32.09842673905611,244.68816869546518,102.75789650052819,4.6823842368946655,0.4855457770429542,3.906933756119197,1.671376626872327,1.5252023654462208,237.11277183562345,-0.5405814156304043,-115.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
532,False,0.6199197373904898,29.930421423395654,291.8117481048628,89.9525695034718,5.066506212667686,0.6357120642962347,3.5215142253631093,1.87887790620912,2.2679943043547857,244.10761283141395,-0.130369374345124,1094.1029232069366,True,0.6177942400859832,36.12141660007783,334.3118640489532,92.66410442748611,-2.2265105598663655,0.8808276276626691,8.723669287019998,3.7217670589708365,1.199572224138398,238.83813534236106,-0.49171628147462343,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
334,True,0.717843404777863,28.20934560066572,272.31035536644555,85.69862709992697,3.5391622983673185,0.19714895102774027,3.897763374034171,3.22699960188251,1.8305277634243602,240.98174249782485,7.718643413757038,923.7252775771173,False,0.6585226315121119,37.24692409359563,300.66665007221496,110.64817735634162,1.1986515832250897,0.5506706186431781,5.031918933044259,1.9882311716817342,1.3958732457314134,258.7336121967473,-0.46116373984799963,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
536,False,0.3224138021469116,16.85,147.4,21.45,-9.080221688747407,0.55,1.6500000000000001,1.1,0.0,70.4,-31.075633764266964,1277.8,True,0.6440348464180412,36.563994567082624,306.26915755646894,100.63775602752195,-5.60907219945846,0.5490659813665234,7.91098802719059,4.014405565993953,1.1670829828600524,237.78198237439275,-1.7089542041610113,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
502,True,0.7039681915093834,30.965030948296278,268.345737633365,82.41348697467569,-3.902006115703713,0.8308596413460589,4.506687816176629,2.307351191176509,1.1482214403746631,211.1151370200165,2.5717344141237835,1019.415455663626,False,0.6989551130245928,32.44338277898755,247.47794312177797,134.2869206712647,0.6659449066766044,0.7363846160196709,6.229513059542744,2.988549345660525,1.5327824390545053,257.7316383225652,3.2101039938210563,-110.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
5,True,0.7259789235816144,25.428465346534654,121.54430693069308,137.27178217821782,1.4501408578735766,0.7106435643564357,4.6039603960396045,2.0423267326732675,1.810891089108911,192.15841584158414,4.10914285867521,1030.2841584158416,False,0.6725117388029094,28.9214904494433,236.8598898726735,102.11545504297372,3.8110990175657746,0.3543501434229714,5.3469641602785405,2.4510861414703573,1.9161978204752232,211.09302249505598,3.2576883812606847,-115.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
549,True,0.7207718106223631,30.123997568675126,214.59165506558696,94.48422579949414,5.475665474414933,0.6066939863924236,2.35413031117037,2.0333130722927,2.1584282661124288,207.3148369639811,4.718139123779656,1192.1718593753062,False,0.6366375649972984,29.689033622632873,242.0362541777733,104.14221101473841,-1.48483772600829,0.5850798748839157,4.968770103560194,2.6409780573360533,1.1136909762652152,202.20849241891983,-3.118755493337326,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
121,False,0.699999988079071,20.0,181.0,81.0,9.443550109863281,0.0,4.0,3.0,2.0,173.0,3.8360648155212402,832.0,True,0.7340680785875354,31.485505263342272,214.51192987052207,110.6121025040671,4.576695788607738,0.8458184627891618,5.6650196939439725,2.4615557181470296,1.7784045984333208,252.55605984483836,6.776434485948699,-115.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
231,True,0.714565441831086,27.690949895722003,198.94095116332682,120.09797111000523,3.1355721389812605,1.1127044486113837,4.513865426444877,2.574820451877369,1.4233280833812947,229.40822450881595,0.6715890485814702,1210.0329598488847,False,0.6557099084361214,32.27853004425179,263.06312471004884,148.02567605151665,3.99360315877786,0.7400028221709678,4.216470190544497,1.643816229232916,1.836730175341611,261.5005649940031,0.48033223567801187,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
490,True,0.6926430574315346,26.944394068017065,225.2879916667354,107.41063513707007,3.923401797718271,0.9276440516222642,3.191742264107327,1.5777232257752467,1.668452555519045,233.6448010717453,3.052441724460854,1077.710770602862,False,0.6301779334215775,35.63132940750049,309.0510023966061,119.6172379270024,3.0481636795687193,0.7271659152362714,5.0071701943918825,2.364539814774525,1.189648566076997,266.5742277821784,-1.3482945561012742,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
225,False,0.6974399637892197,27.43872689739703,233.73538851078928,101.32743605457536,2.959836685177249,0.9058510466729026,4.428548850111279,2.2692062058510465,1.9094716640325131,221.90492371705963,1.6407303481226099,1168.0444473115504,True,0.664165135708422,31.31285164469277,255.84557657914704,99.85969444007385,3.702700716913612,0.7877493510332545,3.862744734436736,2.1470455553329995,1.6882653663655587,223.9203729306146,2.0130722464070487,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
469,False,0.6589345052788819,20.205980066445182,184.00996677740864,94.22923588039868,1.5444203373601668,0.6578073089700998,3.0598006644518274,1.3421926910299002,0.8039867109634552,168.92026578073092,-0.8370989723459032,761.1262458471762,True,0.6674988738473617,29.713095882397592,220.35260607637863,84.23781978447462,-2.930963597739519,0.4352951873347437,4.932517203404517,1.5424289650104264,1.2118674581714362,182.8387290753199,2.720342334574534,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
75,True,0.6273009013118627,26.708736460972773,173.1802645416414,79.3078597456246,-2.286157987670914,0.6843341418379175,4.825299266555277,1.3857085218002037,1.2547764618693735,160.24220239824191,-1.0451238400909446,1154.5277349605542,False,0.6810459683564275,28.826921678813978,252.18159292514827,101.27225870439942,4.345820800377331,0.435431193500968,4.15751137395575,1.9714353716604132,1.8775917655220222,221.5734810607473,2.426197215054924,-115.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
500,True,0.687207666599915,33.549773533852274,234.50326464186975,82.34603243073667,-1.1887497411438332,0.19217270249602947,3.6152428383757185,1.6893198172584851,1.1858198858845903,196.15662437991415,2.108617751421325,1088.3143467775142,False,0.6923443143903132,30.76801405389033,243.60237527705272,114.02039011565506,5.217379622903044,0.628266253181251,3.9592271749551626,1.509060310899728,1.8056551815015103,229.40228393049296,4.401429255116862,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
270,True,0.602341957337571,27.600635281661145,259.70786847316725,99.98998058861591,0.9478018743982829,0.5493421697613772,5.86464971275073,3.559675300484304,1.6269877061234095,205.38958059645887,-2.9257883038405765,1080.3950902923473,False,0.6911379864498839,33.68813563902663,287.00134062143485,104.81902943611699,5.97859563277397,0.23709106410610808,2.799492937820811,1.1159890221090116,1.755894138188491,249.0555582002784,2.5979230057009732,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
319,False,0.7146900878044206,36.15615350363921,276.57831916893696,112.80785650008734,2.603404479863002,1.0117071549386805,9.369770015158295,2.58913800398057,2.159513253466655,270.7065746179373,3.8446526267171146,1440.9900501400487,True,0.7473944266563239,27.690103805699202,192.60814088073403,102.62677780885238,6.1660711124990275,0.4169195873680452,4.646591400253724,2.271512223844686,1.6708207269657709,224.8233842407668,7.592366926558859,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
203,False,0.6843690962897895,35.69618822386697,311.7098302475184,123.25827439293305,5.822066324670015,0.6462444324451704,6.3135427926463485,1.842668981591059,1.6500492047422863,289.3317314080472,2.0759112889290585,1217.5228620088144,True,0.6908293468982857,30.6048824899277,230.47626662057067,124.25479951663297,7.761473636178553,0.479352978477472,4.425362865405046,1.9800283433514572,2.017866535682807,239.14015720518424,3.310326617472492,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
100,False,0.6628917809568516,30.805450036171127,257.5044638128939,97.63724260983213,5.3852475354818585,0.330253952159427,4.511695160714839,1.5329413942822514,1.36649599515385,219.0149156095919,1.5906853435016455,1176.1594835423825,True,0.6563132625662547,29.22289766999219,249.39714317172937,97.23950727384866,-1.7724043195946724,1.311658680706974,5.507241845350429,2.637826335505369,1.0081811361706217,205.5697132173426,-1.9064756893624024,-110.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
524,False,0.6357460334872942,36.26282412176696,317.4220625552792,98.72019194667793,-2.7787961233909906,0.6278603923971304,6.017140826430536,3.2054584683305616,0.9778735263159373,236.6710380162156,-3.5443453717840607,1379.2780996982349,True,0.5943560893307632,30.358325880970213,295.6775126745756,90.02986407226501,-6.06953518253344,1.2608712291733593,5.06033609075073,2.01849715952477,1.2116966002186846,195.41822105531512,-6.378019166228684,-115.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
