,home_flag_passer,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,total_top_seconds_ewma,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense,roof_dome,roof_outdoors,surface_astroturf,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf
77,True,0.682543897235635,30.038685515970272,235.83261112527202,89.49834316974177,3.3278166528603688,1.2763867375149507,4.321758396894179,0.7651222525048529,216.21346640261956,5.6671714307710195,1198.139310993902,False,0.6575192783735727,31.152410973062775,256.2524921352023,130.438659821019,4.19425496275938,0.4161581406790128,6.506277983952799,2.651672608712798,260.03207689510185,3.329251754885734,0,1,0,0,1,0,0
83,True,0.6359206984429773,32.432324856375374,225.39556087135549,89.17832983666987,-4.3533103498827534,0.7015940863904628,5.741083508166507,1.8886100272543673,186.70839787455148,0.18680226650778728,1240.5760671359385,False,0.7217701949542892,34.882136319581136,282.2506625693844,136.8333026778382,8.241086715136156,0.36481832462006786,6.179731067900605,2.732563418616124,282.67456225176426,8.523034209293309,0,1,0,0,1,0,0
84,True,0.6359206984429773,32.432324856375374,225.39556087135549,89.17832983666987,-4.3533103498827534,0.7015940863904628,5.741083508166507,1.8886100272543673,186.70839787455148,0.18680226650778728,1240.5760671359385,False,0.7217701949542892,34.882136319581136,282.2506625693844,136.8333026778382,8.241086715136156,0.36481832462006786,6.179731067900605,2.732563418616124,282.67456225176426,8.523034209293309,0,1,0,0,1,0,0
85,False,0.6415413299250998,28.979009129499183,187.36966358323969,95.89088806043335,-1.9859602289776044,0.5913685081312131,5.6573681455137805,1.4993021722634114,177.3949071156667,2.0331283975323564,1178.243672931044,True,0.6862863590289011,36.28553823216746,256.1367274110628,100.35689021225002,0.022271567669404923,0.3223399293017255,6.644635290012853,2.897550277482749,229.23198028335466,4.088972373760501,0,1,0,0,1,0,0
86,False,0.6415413299250998,28.979009129499183,187.36966358323969,95.89088806043335,-1.9859602289776044,0.5913685081312131,5.6573681455137805,1.4993021722634114,177.3949071156667,2.0331283975323564,1178.243672931044,True,0.6862863590289011,36.28553823216746,256.1367274110628,100.35689021225002,0.022271567669404923,0.3223399293017255,6.644635290012853,2.897550277482749,229.23198028335466,4.088972373760501,0,1,0,0,1,0,0
87,True,0.6273009013118627,26.708736460972773,173.1802645416414,79.3078597456246,-2.286157987670914,0.6843341418379175,4.825299266555277,1.3857085218002037,160.24220239824191,-1.0451238400909446,1154.5277349605542,False,0.6810459683563894,28.826921678816294,252.18159292522958,101.27225870439942,4.345820800375414,0.435431193500968,4.157511373955891,1.971435371660553,221.5734810607473,2.4261972150528277,0,1,0,0,1,0,0
88,True,0.6273009013118627,26.708736460972773,173.1802645416414,79.3078597456246,-2.286157987670914,0.6843341418379175,4.825299266555277,1.3857085218002037,160.24220239824191,-1.0451238400909446,1154.5277349605542,False,0.6810459683563894,28.826921678816294,252.18159292522958,101.27225870439942,4.345820800375414,0.435431193500968,4.157511373955891,1.971435371660553,221.5734810607473,2.4261972150528277,0,1,0,0,1,0,0
92,False,0.675355946162909,27.565977893613628,181.9875556933458,120.77900162945342,0.9620577422395581,0.7056934919219483,4.454793144657878,1.996021764283684,205.3375203139918,1.5155081553441672,1146.0546939895737,True,0.6412459386848739,26.26073581959659,226.0414883670809,90.44049514101255,-2.705502072861841,0.7470025312861043,3.6614597448620034,2.0427967675339724,181.39905807250614,-0.9493113571927904,1,0,0,0,0,0,1
93,False,0.675355946162909,27.565977893613628,181.9875556933458,120.77900162945342,0.9620577422395581,0.7056934919219483,4.454793144657878,1.996021764283684,205.3375203139918,1.5155081553441672,1146.0546939895737,True,0.6412459386848739,26.26073581959659,226.0414883670809,90.44049514101255,-2.705502072861841,0.7470025312861043,3.6614597448620034,2.0427967675339724,181.39905807250614,-0.9493113571927904,1,0,0,0,0,0,1
94,True,0.6654726223249648,26.866086083269824,186.50419090161924,106.88725999149126,2.2813333154957904,0.5671875588106854,4.1692619837626115,1.8005333186052077,197.02796691179736,2.6093910889829837,1128.9685344022114,False,0.6914070469467924,33.61741527731405,279.866289372389,137.65634543239335,4.1130245263047165,0.7899161345943436,4.865294190156595,2.044000377236109,274.54633063034345,2.8790628140078502,0,1,0,0,1,0,0
95,True,0.6654726223249648,26.866086083269824,186.50419090161924,106.88725999149126,2.2813333154957904,0.5671875588106854,4.1692619837626115,1.8005333186052077,197.02796691179736,2.6093910889829837,1128.9685344022114,False,0.6914070469467924,33.61741527731405,279.866289372389,137.65634543239335,4.1130245263047165,0.7899161345943436,4.865294190156595,2.044000377236109,274.54633063034345,2.8790628140078502,0,1,0,0,1,0,0
98,True,0.5415640520762235,28.53771494676575,236.6778298464736,118.09460598811788,-9.480455575551508,1.3819729024921081,10.092978569047666,2.8961588988451203,203.84894413835022,-7.804771530246272,792.3113468363365,False,0.6220120669768172,26.89090320434998,236.26239812623893,82.64808868034204,-2.1016396900540437,0.9956104342510251,4.7376741409326035,1.8565181231079682,188.94829695868683,-2.9943729027465213,0,1,0,0,1,0,0
99,True,0.5415640520762235,28.53771494676575,236.6778298464736,118.09460598811788,-9.480455575551508,1.3819729024921081,10.092978569047666,2.8961588988451203,203.84894413835022,-7.804771530246272,792.3113468363365,False,0.6220120669768172,26.89090320434998,236.26239812623893,82.64808868034204,-2.1016396900540437,0.9956104342510251,4.7376741409326035,1.8565181231079682,188.94829695868683,-2.9943729027465213,0,1,0,0,1,0,0
100,False,0.630834819204998,31.38863829536618,262.90376329160875,120.08977297781955,2.4174006515179207,0.6584319230652572,3.3398238136282408,1.5519536524321418,236.85624476595197,-2.1471853432789425,1063.6464062449631,True,0.7098106824319727,31.523846727311454,232.1754624111911,143.85092563180237,8.740186470985696,0.9136383660120619,3.742621560701413,1.4030046352993635,253.02602836110347,3.8577113250033763,0,1,0,1,0,0,0
101,False,0.630834819204998,31.38863829536618,262.90376329160875,120.08977297781955,2.4174006515179207,0.6584319230652572,3.3398238136282408,1.5519536524321418,236.85624476595197,-2.1471853432789425,1063.6464062449631,True,0.7098106824319727,31.523846727311454,232.1754624111911,143.85092563180237,8.740186470985696,0.9136383660120619,3.742621560701413,1.4030046352993635,253.02602836110347,3.8577113250033763,0,1,0,1,0,0,0
102,True,0.7171078242301225,26.81027803760926,265.4937957617005,92.21073444505372,11.224771325514324,0.44529722930039034,3.391702415895236,1.1093684482146888,270.79781472760703,11.667228361707663,918.386478727865,False,0.626794395814945,28.390852877326953,244.58541751695483,98.67455292206412,-5.841289952306401,1.254073533648479,5.1705176087643645,2.3657334970198467,199.60994818192657,-6.626330064195733,0,1,0,1,0,0,0
103,True,0.7171078242301225,26.81027803760926,265.4937957617005,92.21073444505372,11.224771325514324,0.44529722930039034,3.391702415895236,1.1093684482146888,270.79781472760703,11.667228361707663,918.386478727865,False,0.626794395814945,28.390852877326953,244.58541751695483,98.67455292206412,-5.841289952306401,1.254073533648479,5.1705176087643645,2.3657334970198467,199.60994818192657,-6.626330064195733,0,1,0,1,0,0,0
112,False,0.7455334415499087,28.17191819768239,210.01762710535087,94.08184153251898,3.7402080423806106,0.5129899413736985,4.6831434677751425,2.285876747514755,220.70775082841513,6.110525607486578,1236.543656006745,True,0.7025130237655594,36.21639146161993,259.97012588624244,140.90566897295912,3.665389471044567,0.8810736674370458,7.137037509953218,3.557664605053062,256.9413511675825,2.9816766083695403,0,1,0,1,0,0,0
113,False,0.7455334415499087,28.17191819768239,210.01762710535087,94.08184153251898,3.7402080423806106,0.5129899413736985,4.6831434677751425,2.285876747514755,220.70775082841513,6.110525607486578,1236.543656006745,True,0.7025130237655594,36.21639146161993,259.97012588624244,140.90566897295912,3.665389471044567,0.8810736674370458,7.137037509953218,3.557664605053062,256.9413511675825,2.9816766083695403,0,1,0,1,0,0,0
114,True,0.6763487867396984,33.32195593974777,265.59624068638516,97.95660258684643,-0.7440081926790681,0.6394832758120181,5.284911137631843,2.471359223300971,222.86153436764184,0.846239257278229,1169.3909379737447,False,0.669285602895568,32.72994355881033,275.66830520397593,95.66770264414299,3.043165295552949,0.06755574501857639,2.9771580351143245,1.363986582577681,233.7345711336736,1.2828130562978248,0,0,1,0,0,0,0
115,True,0.6763487867396984,33.32195593974777,265.59624068638516,97.95660258684643,-0.7440081926790681,0.6394832758120181,5.284911137631843,2.471359223300971,222.86153436764184,0.846239257278229,1169.3909379737447,False,0.669285602895568,32.72994355881033,275.66830520397593,95.66770264414299,3.043165295552949,0.06755574501857639,2.9771580351143245,1.363986582577681,233.7345711336736,1.2828130562978248,0,0,1,0,0,0,0
116,True,0.7036073494969538,34.44917663671922,283.0426381520058,109.53313141372786,4.058812840654484,0.7263533240362177,4.493379511516506,1.8758609273730058,245.78608278096291,2.694323682380006,1354.1129264954334,False,0.5951391095151621,31.568992444140555,279.1726573349872,97.93997358836732,-1.7550335961654957,0.7147620768621642,8.527603790039601,4.278814342057604,225.51566380030513,-5.055109296761987,0,0,1,0,0,0,0
117,True,0.7036073494969538,34.44917663671922,283.0426381520058,109.53313141372786,4.058812840654484,0.7263533240362177,4.493379511516506,1.8758609273730058,245.78608278096291,2.694323682380006,1354.1129264954334,False,0.5951391095151621,31.568992444140555,279.1726573349872,97.93997358836732,-1.7550335961654957,0.7147620768621642,8.527603790039601,4.278814342057604,225.51566380030513,-5.055109296761987,0,0,1,0,0,0,0
119,False,0.6728614686428918,29.999309037703913,271.6728340896052,96.90125519718657,4.655203599810325,0.6565927568453835,4.337769301192322,1.924966960187135,222.67036153505484,1.5104004494692438,1295.8399488635937,True,0.7065512173494213,30.888845810617557,199.5854951521116,133.5130101276091,3.195787927198647,0.548148419658299,5.413299369219578,1.5085541353454852,233.84285214647647,3.8151372976628615,0,1,0,0,1,0,0
120,False,0.6728614686428918,29.999309037703913,271.6728340896052,96.90125519718657,4.655203599810325,0.6565927568453835,4.337769301192322,1.924966960187135,222.67036153505484,1.5104004494692438,1295.8399488635937,True,0.7065512173494213,30.888845810617557,199.5854951521116,133.5130101276091,3.195787927198647,0.548148419658299,5.413299369219578,1.5085541353454852,233.84285214647647,3.8151372976628615,0,1,0,0,1,0,0
121,True,0.6331628457748385,30.20951034358477,278.67341075075444,91.04042453203628,3.7170193019374618,0.5186714003817138,5.317099602086181,2.1507842777686133,218.5384808270189,-0.08864757150237156,1221.0935738547892,False,0.6972835678378653,29.171680837261867,239.3525754771733,102.77161952983937,3.4384219997728613,0.6840852189769522,3.297382441769803,1.696947202249079,232.28664083633205,2.7547646298714645,0,0,1,0,0,0,0
122,True,0.6331628457748385,30.20951034358477,278.67341075075444,91.04042453203628,3.7170193019374618,0.5186714003817138,5.317099602086181,2.1507842777686133,218.5384808270189,-0.08864757150237156,1221.0935738547892,False,0.6972835678378653,29.171680837261867,239.3525754771733,102.77161952983937,3.4384219997728613,0.6840852189769522,3.297382441769803,1.696947202249079,232.28664083633205,2.7547646298714645,0,0,1,0,0,0,0
128,False,0.5216309280889259,32.44693241308994,272.89766867316325,75.6023999529421,-8.593580666243971,0.7141232524852454,7.196525558322386,3.3706201839179624,185.45073626007334,-11.156637904723532,978.4760690966845,True,0.6747390701910722,32.09842688451968,244.68816943235018,102.75789650284968,4.682384234756324,0.48554577704295426,3.9069337561192485,1.671376626872327,237.11277257483007,-0.5405813330998013,1,0,0,0,1,0,0
129,False,0.5216309280889259,32.44693241308994,272.89766867316325,75.6023999529421,-8.593580666243971,0.7141232524852454,7.196525558322386,3.3706201839179624,185.45073626007334,-11.156637904723532,978.4760690966845,True,0.6747390701910722,32.09842688451968,244.68816943235018,102.75789650284968,4.682384234756324,0.48554577704295426,3.9069337561192485,1.671376626872327,237.11277257483007,-0.5405813330998013,1,0,0,0,1,0,0
131,False,0.6180305127349633,33.28068303196597,257.87155889180525,97.3534494425471,-10.544107620212424,0.8393683655869255,6.8256552786747635,4.281614738426471,209.4149639674428,-3.568439795735021,1006.459799042478,True,0.6943584407485988,38.069000240034974,295.1235694208144,127.19724605355906,1.9183247069627067,1.3001646014550718,7.822078907624891,2.5679059741378114,287.7893981544667,1.8294164213793143,0,0,0,1,0,0,0
132,False,0.6180305127349633,33.28068303196597,257.87155889180525,97.3534494425471,-10.544107620212424,0.8393683655869255,6.8256552786747635,4.281614738426471,209.4149639674428,-3.568439795735021,1006.459799042478,True,0.6943584407485988,38.069000240034974,295.1235694208144,127.19724605355906,1.9183247069627067,1.3001646014550718,7.822078907624891,2.5679059741378114,287.7893981544667,1.8294164213793143,0,0,0,1,0,0,0
133,True,0.6164563140123493,33.899340747323485,273.8261172119948,98.18305726808885,-10.04907691726376,0.8759128365435356,6.637814723718387,4.217546028256255,220.69579862865544,-4.384183693873578,1105.774798566547,False,0.6507203541995052,30.27596206679141,227.47440217550468,113.73078274210691,-1.073242827897843,0.8674103897748869,5.406636668292946,2.747763338693097,208.06460629105376,-2.7933421459330154,0,1,0,0,1,0,0
134,True,0.6164563140123493,33.899340747323485,273.8261172119948,98.18305726808885,-10.04907691726376,0.8759128365435356,6.637814723718387,4.217546028256255,220.69579862865544,-4.384183693873578,1105.774798566547,False,0.6507203541995052,30.27596206679141,227.47440217550468,113.73078274210691,-1.073242827897843,0.8674103897748869,5.406636668292946,2.747763338693097,208.06460629105376,-2.7933421459330154,0,1,0,0,1,0,0
138,False,0.627063994521343,35.0459906069636,245.06185868310263,95.46385801261552,-9.063271814560188,0.3447157232169142,6.625389786844559,3.7520679378061317,198.6899251618423,-2.819710716104789,1190.160000478873,True,0.6397147815887625,28.270607378232768,238.27128845969565,96.65932514737192,-4.896482953465405,0.7114487655051431,7.72976209952298,3.9338526372546507,199.61493613978956,1.4361261688949236,0,1,0,0,1,0,0
139,False,0.627063994521343,35.0459906069636,245.06185868310263,95.46385801261552,-9.063271814560188,0.3447157232169142,6.625389786844559,3.7520679378061317,198.6899251618423,-2.819710716104789,1190.160000478873,True,0.6397147815887625,28.270607378232768,238.27128845969565,96.65932514737192,-4.896482953465405,0.7114487655051431,7.72976209952298,3.9338526372546507,199.61493613978956,1.4361261688949236,0,1,0,0,1,0,0
140,False,0.6057598530779436,33.466810056797485,231.1146009030742,93.4101244376694,-9.008428351177589,0.47332787742821975,6.3063757507602896,3.211921624888757,182.6567047342099,-4.340170371793462,1134.9769377672835,True,0.7011133365145027,34.063450219799215,260.08787379373683,115.0753293625825,3.0585963498891284,0.6278755813028272,3.991985510710155,1.3659277854003704,242.00686525490832,3.680210727154576,0,1,0,0,1,0,0
141,False,0.6057598530779436,33.466810056797485,231.1146009030742,93.4101244376694,-9.008428351177589,0.47332787742821975,6.3063757507602896,3.211921624888757,182.6567047342099,-4.340170371793462,1134.9769377672835,True,0.7011133365145027,34.063450219799215,260.08787379373683,115.0753293625825,3.0585963498891284,0.6278755813028272,3.991985510710155,1.3659277854003704,242.00686525490832,3.680210727154576,0,1,0,0,1,0,0
143,False,0.699999988079071,20.0,181.0,81.0,9.443550109863281,0.0,4.0,3.0,173.0,3.8360648155212402,832.0,True,0.7341534836586145,31.500976129478616,214.58041314662464,110.65609572395454,4.584778883066093,0.8458184627891618,5.672351897258545,2.4615557181470296,252.67337509787157,6.786828573131918,0,1,0,0,1,0,0
144,False,0.699999988079071,20.0,181.0,81.0,9.443550109863281,0.0,4.0,3.0,173.0,3.8360648155212402,832.0,True,0.7341534836586145,31.500976129478616,214.58041314662464,110.65609572395454,4.584778883066093,0.8458184627891618,5.672351897258545,2.4615557181470296,252.67337509787157,6.786828573131918,0,1,0,0,1,0,0
146,False,0.6925280007838023,35.435396039603965,309.12821782178224,118.16039603960395,4.0162272976176565,1.1,7.033168316831683,3.332178217821782,275.1420792079208,3.511725590562466,1215.317326732673,True,0.6619915387234269,30.337286970522836,254.02426932561684,111.00429001813066,1.5217633367576733,0.8379460319470841,4.830333705691378,2.2472663028471183,219.4122965779546,-0.7936836745105765,1,0,0,0,0,1,0
147,False,0.6925280007838023,35.435396039603965,309.12821782178224,118.16039603960395,4.0162272976176565,1.1,7.033168316831683,3.332178217821782,275.1420792079208,3.511725590562466,1215.317326732673,True,0.6619915387234269,30.337286970522836,254.02426932561684,111.00429001813066,1.5217633367576733,0.8379460319470841,4.830333705691378,2.2472663028471183,219.4122965779546,-0.7936836745105765,1,0,0,0,0,1,0
151,False,0.6370078639966427,32.119306930693064,262.4962871287129,102.67574257425743,2.995915210837185,0.55,2.3519801980198016,1.5725247524752477,233.71806930693072,-5.206290906077565,1175.1086633663367,True,0.6855735520064893,29.806752409578348,251.69520470133705,114.69715891304935,2.7579317642860266,0.648773409068663,5.316029546935185,2.8025944296179524,247.92666204507148,4.8474335830185105,0,1,0,0,1,0,0
152,False,0.6370078639966427,32.119306930693064,262.4962871287129,102.67574257425743,2.995915210837185,0.55,2.3519801980198016,1.5725247524752477,233.71806930693072,-5.206290906077565,1175.1086633663367,True,0.6855735520064893,29.806752409578348,251.69520470133705,114.69715891304935,2.7579317642860266,0.648773409068663,5.316029546935185,2.8025944296179524,247.92666204507148,4.8474335830185105,0,1,0,0,1,0,0
154,False,0.6165999354455591,29.60729284262813,247.9529061703706,118.53100506402606,2.8356350963940002,0.55,3.13024868561107,1.7271731767893432,221.57284940167082,-5.3329749258238275,1008.6147308325,True,0.6833814997734022,32.747771580558016,258.757906146711,95.89186403908874,4.241857315226351,0.26888640720711143,4.5486775143204135,1.8790937762675641,232.58038456492224,5.499046760496026,0,1,0,0,1,0,0
155,False,0.6165999354455591,29.60729284262813,247.9529061703706,118.53100506402606,2.8356350963940002,0.55,3.13024868561107,1.7271731767893432,221.57284940167082,-5.3329749258238275,1008.6147308325,True,0.6833814997734022,32.747771580558016,258.757906146711,95.89186403908874,4.241857315226351,0.26888640720711143,4.5486775143204135,1.8790937762675641,232.58038456492224,5.499046760496026,0,1,0,0,1,0,0
156,True,0.6211432275325723,31.982735668034305,267.93076363055604,130.3070660599925,5.0602625844226825,0.5086354874049805,3.945026716142042,1.6538863557613193,246.67165700321564,-1.86304935058622,1123.3331131777218,False,0.6963388450929625,32.27273431058881,252.23139384999513,107.37605261044357,4.449284828478274,0.3686307447115489,4.508970525426322,2.2896423545968636,242.55721147054984,3.3395114330917304,0,1,0,0,1,0,0
157,True,0.6211432275325723,31.982735668034305,267.93076363055604,130.3070660599925,5.0602625844226825,0.5086354874049805,3.945026716142042,1.6538863557613193,246.67165700321564,-1.86304935058622,1123.3331131777218,False,0.6963388450929625,32.27273431058881,252.23139384999513,107.37605261044357,4.449284828478274,0.3686307447115489,4.508970525426322,2.2896423545968636,242.55721147054984,3.3395114330917304,0,1,0,0,1,0,0
161,False,0.5605171546780853,33.357267202173745,298.8225801602764,105.04910278854882,0.08717162319278973,0.3999717973309845,3.9118659342113564,1.4814533483054395,216.80468359038784,-6.0262776345045515,1125.5508912904343,True,0.6785267952941059,28.287230424345434,199.3414981396939,83.093492186594,0.565560717891104,0.6188961911775626,5.515799772990971,2.6765400173552405,194.53376386207975,0.3847606141047278,0,1,0,0,1,0,0
162,False,0.5605171546780853,33.357267202173745,298.8225801602764,105.04910278854882,0.08717162319278973,0.3999717973309845,3.9118659342113564,1.4814533483054395,216.80468359038784,-6.0262776345045515,1125.5508912904343,True,0.6785267952941059,28.287230424345434,199.3414981396939,83.093492186594,0.565560717891104,0.6188961911775626,5.515799772990971,2.6765400173552405,194.53376386207975,0.3847606141047278,0,1,0,0,1,0,0
163,True,0.5601847474274005,33.48341588701096,298.66113296831264,98.75884938828408,0.03495513847664438,0.5177388832614551,4.321702443339118,1.3869588602310585,210.75867141410467,-4.479672479870188,1207.679584448065,False,0.6176790953872823,28.03958785491772,226.5855996488419,94.53944784784973,-5.603275523161149,0.76391262632239,7.2334417177915284,3.400424885026532,184.59403865982782,-0.746172393185316,0,1,0,0,1,0,0
164,True,0.5601847474274005,33.48341588701096,298.66113296831264,98.75884938828408,0.03495513847664438,0.5177388832614551,4.321702443339118,1.3869588602310585,210.75867141410467,-4.479672479870188,1207.679584448065,False,0.6176790953872823,28.03958785491772,226.5855996488419,94.53944784784973,-5.603275523161149,0.76391262632239,7.2334417177915284,3.400424885026532,184.59403865982782,-0.746172393185316,0,1,0,0,1,0,0
168,False,0.5077865448504982,13.999999999999998,89.56478405315615,45.17275747508306,-0.36959854748557974,0.0,1.2059800664451827,0.8039867109634552,81.49169435215947,-11.692063589824793,1034.2192691029902,True,0.72752092183957,33.591707742300684,236.47488348360199,119.62771468323554,4.342525431789849,1.0556696513729507,7.004651552302446,3.104909223938479,270.36912508007674,6.499089936438766,0,1,0,0,1,0,0
169,False,0.5077865448504982,13.999999999999998,89.56478405315615,45.17275747508306,-0.36959854748557974,0.0,1.2059800664451827,0.8039867109634552,81.49169435215947,-11.692063589824793,1034.2192691029902,True,0.72752092183957,33.591707742300684,236.47488348360199,119.62771468323554,4.342525431789849,1.0556696513729507,7.004651552302446,3.104909223938479,270.36912508007674,6.499089936438766,0,1,0,0,1,0,0
171,False,0.581066940761576,24.073645614791868,141.25626948491205,70.94523636791436,-3.1922746425151725,0.0,4.960902727397501,2.36775749495108,124.16548695123626,-7.9232106550165575,1056.5225975961257,True,0.7156422319573228,30.46453833373161,237.03960659377532,115.05497189561171,1.14257081464167,0.60239311163373,4.15452397662319,2.2168089684535373,233.69904957331315,5.133029809104382,0,1,0,1,0,0,0
172,False,0.581066940761576,24.073645614791868,141.25626948491205,70.94523636791436,-3.1922746425151725,0.0,4.960902727397501,2.36775749495108,124.16548695123626,-7.9232106550165575,1056.5225975961257,True,0.7156422319573228,30.46453833373161,237.03960659377532,115.05497189561171,1.14257081464167,0.60239311163373,4.15452397662319,2.2168089684535373,233.69904957331315,5.133029809104382,0,1,0,1,0,0,0
173,False,0.5954293998430588,26.39212818114376,155.21537270586717,75.3749475857175,-7.517771020145897,0.5194690836370675,4.191854014127665,2.012503628681096,132.43400961197304,-7.251651816025525,1055.3479227816665,True,0.634433414146282,30.712140338287725,203.784520379479,124.47043846146518,3.9431095503831157,0.14959871209169986,3.4904112474524385,1.402368791293961,210.78458061624264,-1.4199003351880073,0,1,0,1,0,0,0
174,False,0.5954293998430588,26.39212818114376,155.21537270586717,75.3749475857175,-7.517771020145897,0.5194690836370675,4.191854014127665,2.012503628681096,132.43400961197304,-7.251651816025525,1055.3479227816665,True,0.634433414146282,30.712140338287725,203.784520379479,124.47043846146518,3.9431095503831157,0.14959871209169986,3.4904112474524385,1.402368791293961,210.78458061624264,-1.4199003351880073,0,1,0,1,0,0,0
182,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035551844,36.132227241294316,296.7785420811706,103.16711716495463,2.5888993669937537,0.628335385836693,4.686361835709225,2.0951614732790738,253.30859939192678,-0.23196979600213377,0,0,0,1,0,0,0
183,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035551844,36.132227241294316,296.7785420811706,103.16711716495463,2.5888993669937537,0.628335385836693,4.686361835709225,2.0951614732790738,253.30859939192678,-0.23196979600213377,0,0,0,1,0,0,0
184,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035551844,36.132227241294316,296.7785420811706,103.16711716495463,2.5888993669937537,0.628335385836693,4.686361835709225,2.0951614732790738,253.30859939192678,-0.23196979600213377,0,0,0,1,0,0,0
185,True,0.7221417995750272,29.487225740671754,248.6820650575479,106.55553812670338,8.172649638741294,0.4697554949902943,3.8033175820081957,0.7556322425050489,250.88947275543615,3.233525145710905,1038.9558440030587,False,0.6563468035551844,36.132227241294316,296.7785420811706,103.16711716495463,2.5888993669937537,0.628335385836693,4.686361835709225,2.0951614732790738,253.30859939192678,-0.23196979600213377,0,0,0,1,0,0,0
187,True,0.7232681047466367,30.23760718194704,260.67219764799205,116.76104640020587,8.611095764187715,0.4611004391805825,4.524743607303545,0.8626919026275619,252.16460029588822,3.8044803502189906,1027.2995901443683,False,0.7629444404794266,26.954571318076802,176.07661663200824,100.98828398859737,4.930395551412112,0.5095683845609442,4.568056155865663,2.109626051365727,214.3396918498261,7.6937868506343845,0,0,0,1,0,0,0
188,True,0.7232681047466367,30.23760718194704,260.67219764799205,116.76104640020587,8.611095764187715,0.4611004391805825,4.524743607303545,0.8626919026275619,252.16460029588822,3.8044803502189906,1027.2995901443683,False,0.7629444404794266,26.954571318076802,176.07661663200824,100.98828398859737,4.930395551412112,0.5095683845609442,4.568056155865663,2.109626051365727,214.3396918498261,7.6937868506343845,0,0,0,1,0,0,0
189,True,0.7232681047466367,30.23760718194704,260.67219764799205,116.76104640020587,8.611095764187715,0.4611004391805825,4.524743607303545,0.8626919026275619,252.16460029588822,3.8044803502189906,1027.2995901443683,False,0.7629444404794266,26.954571318076802,176.07661663200824,100.98828398859737,4.930395551412112,0.5095683845609442,4.568056155865663,2.109626051365727,214.3396918498261,7.6937868506343845,0,0,0,1,0,0,0
190,True,0.7232681047466367,30.23760718194704,260.67219764799205,116.76104640020587,8.611095764187715,0.4611004391805825,4.524743607303545,0.8626919026275619,252.16460029588822,3.8044803502189906,1027.2995901443683,False,0.7629444404794266,26.954571318076802,176.07661663200824,100.98828398859737,4.930395551412112,0.5095683845609442,4.568056155865663,2.109626051365727,214.3396918498261,7.6937868506343845,0,0,0,1,0,0,0
191,False,0.7234659878726788,29.9560455836877,260.06425980502496,115.22287576083333,9.801337628160299,0.3561978670982842,4.632866727032104,1.348939795050159,256.6772493207721,5.985717261783231,1016.08369579836,True,0.7069724431444312,38.446547666519315,253.14214129192027,147.8381698002094,7.006188175166238,0.5781992305416084,7.315094651862121,2.7283837898205485,291.3126162159098,5.016585499486483,0,1,0,0,1,0,0
192,False,0.7234659878726788,29.9560455836877,260.06425980502496,115.22287576083333,9.801337628160299,0.3561978670982842,4.632866727032104,1.348939795050159,256.6772493207721,5.985717261783231,1016.08369579836,True,0.7069724431444312,38.446547666519315,253.14214129192027,147.8381698002094,7.006188175166238,0.5781992305416084,7.315094651862121,2.7283837898205485,291.3126162159098,5.016585499486483,0,1,0,0,1,0,0
193,True,0.7126850051881718,33.44664861825135,297.4714601062381,107.7771755997307,4.122520033784679,0.9313966932997458,4.930307085403027,2.1432827294712986,275.2404940614466,4.328999093189919,1152.6963101217823,False,0.6767627624742903,27.432117591114917,230.33676385921075,93.9918087976873,0.6926312970447838,0.841034232559863,4.515557317837685,2.8645652875140653,199.8939358540363,0.33040244840799976,0,0,0,0,1,0,0
194,True,0.7126850051881718,33.44664861825135,297.4714601062381,107.7771755997307,4.122520033784679,0.9313966932997458,4.930307085403027,2.1432827294712986,275.2404940614466,4.328999093189919,1152.6963101217823,False,0.6767627624742903,27.432117591114917,230.33676385921075,93.9918087976873,0.6926312970447838,0.841034232559863,4.515557317837685,2.8645652875140653,199.8939358540363,0.33040244840799976,0,0,0,0,1,0,0
