,home_flag_passer,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,total_top_seconds_ewma,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense,roof_dome,roof_outdoors,surface_astroturf,surface_fieldturf,surface_grass,surface_matrixturf,surface_sportturf
17,False,0.7079401878300094,31.144288905119176,180.5656548606941,130.75652958902626,1.3314830776251114,0.5245032576788478,3.7163326526266447,1.8729373443192827,213.6163422141195,3.3559717677400744,1030.901207550007,True,0.6363036710674896,28.589423509192972,219.38814723450383,108.50700406172385,-1.185869654183152,0.7096994098158165,5.332702728603319,2.975442731657989,196.59831423813486,-4.428127445405157,1,0,0,0,0,1,0
18,False,0.7079401878300094,31.144288905119176,180.5656548606941,130.75652958902626,1.3314830776251114,0.5245032576788478,3.7163326526266447,1.8729373443192827,213.6163422141195,3.3559717677400744,1030.901207550007,True,0.6363036710674896,28.589423509192972,219.38814723450383,108.50700406172385,-1.185869654183152,0.7096994098158165,5.332702728603319,2.975442731657989,196.59831423813486,-4.428127445405157,1,0,0,0,0,1,0
22,False,0.6211917955739826,26.080270338946416,155.83460677821287,116.7624722958922,-3.5687833154043536,0.5314667928591604,3.4215236278353105,1.7028314657211394,170.36729612495301,-5.671068462916304,967.291376136859,True,0.5955211027820898,34.79282874060974,298.1167582716679,105.4604499177829,-0.6906560072871409,0.69844236869775,6.453037590513652,1.8861385385845653,229.20813686549138,-3.0600428006496125,0,1,0,0,1,0,0
23,False,0.6211917955739826,26.080270338946416,155.83460677821287,116.7624722958922,-3.5687833154043536,0.5314667928591604,3.4215236278353105,1.7028314657211394,170.36729612495301,-5.671068462916304,967.291376136859,True,0.5955211027820898,34.79282874060974,298.1167582716679,105.4604499177829,-0.6906560072871409,0.69844236869775,6.453037590513652,1.8861385385845653,229.20813686549138,-3.0600428006496125,0,1,0,0,1,0,0
24,True,0.6322363950747242,27.66261783051109,167.05634954984873,125.40125119771537,-0.7445670615536166,0.4252807003380759,2.9377076388738836,1.3626088553974955,193.0709023882597,-3.6743277132650354,1003.7962247908234,False,0.6732625654243943,31.275130393939264,250.7228981721906,101.37206524485518,-3.5504204507073003,1.0022024815503383,5.546297114120321,2.9621822985818738,215.0689884549814,1.712490260231029,0,1,0,0,1,0,0
25,True,0.6322363950747242,27.66261783051109,167.05634954984873,125.40125119771537,-0.7445670615536166,0.4252807003380759,2.9377076388738836,1.3626088553974955,193.0709023882597,-3.6743277132650354,1003.7962247908234,False,0.6732625654243943,31.275130393939264,250.7228981721906,101.37206524485518,-3.5504204507073003,1.0022024815503383,5.546297114120321,2.9621822985818738,215.0689884549814,1.712490260231029,0,1,0,0,1,0,0
27,True,0.6113577759938368,26.41954079331778,248.50667633967964,66.53744044234426,-1.4416492512975425,0.7764553636203211,5.9221779965098715,2.7415148722574068,163.91198211799772,-1.1328306545479827,917.8531401345073,False,0.7153495903361583,31.336270481481325,242.21687554378852,104.56585752148966,1.0282060390335295,0.5582474774504131,5.223252028369282,2.2871116982667345,225.30654144497728,6.616018301458588,0,1,0,1,0,0,0
28,True,0.6113577759938368,26.41954079331778,248.50667633967964,66.53744044234426,-1.4416492512975425,0.7764553636203211,5.9221779965098715,2.7415148722574068,163.91198211799772,-1.1328306545479827,917.8531401345073,False,0.7153495903361583,31.336270481481325,242.21687554378852,104.56585752148966,1.0282060390335295,0.5582474774504131,5.223252028369282,2.2871116982667345,225.30654144497728,6.616018301458588,0,1,0,1,0,0,0
36,True,0.685948856507878,34.063214446775554,284.053646006941,157.5133428756299,8.44697074026611,0.23487774749514714,2.1069782945432443,1.7065743808944924,276.74506382227804,2.666977100041715,1314.6405364600696,False,0.6854483435049246,33.460779884148764,261.726727526927,94.63940765359635,3.6941977400475645,0.100916606756145,2.867112620355966,1.272128104838264,226.81337169351238,1.833380322183048,0,1,0,0,1,0,0
37,True,0.685948856507878,34.063214446775554,284.053646006941,157.5133428756299,8.44697074026611,0.23487774749514714,2.1069782945432443,1.7065743808944924,276.74506382227804,2.666977100041715,1314.6405364600696,False,0.6854483435049246,33.460779884148764,261.726727526927,94.63940765359635,3.6941977400475645,0.100916606756145,2.867112620355966,1.272128104838264,226.81337169351238,1.833380322183048,0,1,0,0,1,0,0
38,False,0.6997619500473553,31.189715511402124,272.35165790407376,144.1335483662871,9.387344801386329,0.17387188336612586,1.8194577944069927,1.5230526078121471,271.35685417540236,3.9144378381241025,1200.450703157759,True,0.6622269373889534,32.17545368215951,284.7922588481418,116.10375725501447,1.559148013001124,0.9287431257719867,5.727639608424358,2.692683671811468,249.6499950916397,1.1060083638925389,1,0,0,1,0,0,0
39,False,0.6997619500473553,31.189715511402124,272.35165790407376,144.1335483662871,9.387344801386329,0.17387188336612586,1.8194577944069927,1.5230526078121471,271.35685417540236,3.9144378381241025,1200.450703157759,True,0.6622269373889534,32.17545368215951,284.7922588481418,116.10375725501447,1.559148013001124,0.9287431257719867,5.727639608424358,2.692683671811468,249.6499950916397,1.1060083638925389,1,0,0,1,0,0,0
40,False,0.668838767231312,35.48127861681988,321.90464725661417,135.18585490052436,0.07700082492634665,0.37293557311032594,3.308720187603517,2.1198974279597085,260.9095940058495,0.6947270739859069,1204.679378724531,True,0.6747723724830015,29.037747199219407,254.0737375796639,103.65362102755962,3.669858301192251,0.6504589433779893,4.4575169907242325,1.7351071601349,220.8937186216102,2.323736858220975,1,0,0,0,0,0,1
41,False,0.668838767231312,35.48127861681988,321.90464725661417,135.18585490052436,0.07700082492634665,0.37293557311032594,3.308720187603517,2.1198974279597085,260.9095940058495,0.6947270739859069,1204.679378724531,True,0.6747723724830015,29.037747199219407,254.0737375796639,103.65362102755962,3.669858301192251,0.6504589433779893,4.4575169907242325,1.7351071601349,220.8937186216102,2.323736858220975,1,0,0,0,0,0,1
42,True,0.6588652364152184,32.86923240008182,285.52556938164815,123.99583587061187,-0.34328309801395673,0.2880909329495349,3.238484857116973,2.3201250045530917,236.13213650449563,-1.6575971006260952,1150.606174622981,False,0.6818400595039763,32.029980206878186,242.96039780244465,99.74754316978965,-1.5069645408974812,0.7007755540688606,3.805921009144449,1.8145580697912105,219.83159516891206,3.50063097830864,0,1,0,0,1,0,0
43,True,0.6588652364152184,32.86923240008182,285.52556938164815,123.99583587061187,-0.34328309801395673,0.2880909329495349,3.238484857116973,2.3201250045530917,236.13213650449563,-1.6575971006260952,1150.606174622981,False,0.6818400595039763,32.029980206878186,242.96039780244465,99.74754316978965,-1.5069645408974812,0.7007755540688606,3.805921009144449,1.8145580697912105,219.83159516891206,3.50063097830864,0,1,0,0,1,0,0
47,True,0.6247981354101781,29.625822261209255,236.01220535591708,107.27836169817182,-3.8588591138873802,0.5740699088379964,2.749650515442815,1.992236090238,191.4063432522047,-5.50860853200796,1162.1582998271028,False,0.676465344739144,25.65201044617361,225.16181911532107,89.64949406123755,-1.1253901542117806,0.6907808715719052,4.030673021498004,2.496751604763744,194.5988487552853,2.5019047882845524,0,1,0,0,1,0,0
48,True,0.6247981354101781,29.625822261209255,236.01220535591708,107.27836169817182,-3.8588591138873802,0.5740699088379964,2.749650515442815,1.992236090238,191.4063432522047,-5.50860853200796,1162.1582998271028,False,0.676465344739144,25.65201044617361,225.16181911532107,89.64949406123755,-1.1253901542117806,0.6907808715719052,4.030673021498004,2.496751604763744,194.5988487552853,2.5019047882845524,0,1,0,0,1,0,0
50,False,0.5928257488354517,30.17957034706117,258.8553561625271,96.60976194380858,-3.200709326481097,0.7238992240898248,3.2598395691304844,2.258794499887919,196.9796621861428,-6.396385815735124,1154.2405611639872,True,0.6985997099007655,29.824337186663207,244.24966115221062,108.6186516686463,4.062776268561473,0.922669623300487,3.2924387187716553,2.072289730138127,237.52650747487,2.3470720953964066,0,1,0,0,1,0,0
55,False,0.6543241124913163,35.07837101233309,259.26379874904416,135.44503048959825,4.371029375123079,0.6493990313915413,3.943373659340013,1.087135546361836,230.47546126546538,-1.8832419674954357,1235.2786415952628,True,0.6513001220546596,29.429161577861407,203.07983076143563,121.21831768478759,6.787655402093613,0.27313564580802824,3.1409291774474553,1.4630354749139407,218.37623703733732,-0.15292954721058594,0,1,0,0,1,0,0
56,False,0.6543241124913163,35.07837101233309,259.26379874904416,135.44503048959825,4.371029375123079,0.6493990313915413,3.943373659340013,1.087135546361836,230.47546126546538,-1.8832419674954357,1235.2786415952628,True,0.6513001220546596,29.429161577861407,203.07983076143563,121.21831768478759,6.787655402093613,0.27313564580802824,3.1409291774474553,1.4630354749139407,218.37623703733732,-0.15292954721058594,0,1,0,0,1,0,0
58,True,0.6252937520366363,37.43172883506361,270.78001431155536,132.40235165430948,2.0347069105379565,0.3648916139753792,4.011993034372081,1.2899205274791519,231.0338478755937,-2.982759769042214,1247.8836263266785,False,0.6823820149169125,32.55746315608324,269.3082947778524,122.32642575954456,2.2160686596662256,0.5747957379688059,5.971555508264041,2.70526972651162,258.6499135734951,5.577550735493801,0,1,0,0,1,0,0
59,True,0.6252937520366363,37.43172883506361,270.78001431155536,132.40235165430948,2.0347069105379565,0.3648916139753792,4.011993034372081,1.2899205274791519,231.0338478755937,-2.982759769042214,1247.8836263266785,False,0.6823820149169125,32.55746315608324,269.3082947778524,122.32642575954456,2.2160686596662256,0.5747957379688059,5.971555508264041,2.70526972651162,258.6499135734951,5.577550735493801,0,1,0,0,1,0,0
60,False,0.6374146743963727,35.285965071014225,277.2001970554805,120.7080689310088,4.777987523565204,0.509381832556428,3.326750103436908,0.9964573909989811,234.66622442913572,-0.26381093872053046,1154.8606308156993,True,0.6153241091820439,29.104620521185815,263.383626602259,89.59205608832391,-6.640507608960685,1.3188426134341058,5.2959663331397815,2.244829861641385,200.40004795649628,-5.522302635799143,0,0,1,0,0,0,0
61,False,0.6374146743963727,35.285965071014225,277.2001970554805,120.7080689310088,4.777987523565204,0.509381832556428,3.326750103436908,0.9964573909989811,234.66622442913572,-0.26381093872053046,1154.8606308156993,True,0.6153241091820439,29.104620521185815,263.383626602259,89.59205608832391,-6.640507608960685,1.3188426134341058,5.2959663331397815,2.244829861641385,200.40004795649628,-5.522302635799143,0,0,1,0,0,0,0
62,True,0.6075180499735389,35.44131408443251,312.8373021221557,114.46219774945288,2.9769524703553145,0.6161231769689623,3.4732257210423434,0.9972281387465972,221.24981195768342,-2.431831560109544,1106.591521400373,False,0.6986536418812672,32.98704222300138,248.27173216843224,109.79452032349917,3.4956626740903904,0.569468723864999,3.9234821248767333,1.9762836671599748,239.4344186379047,1.2817527513689952,0,1,0,0,1,0,0
63,True,0.6075180499735389,35.44131408443251,312.8373021221557,114.46219774945288,2.9769524703553145,0.6161231769689623,3.4732257210423434,0.9972281387465972,221.24981195768342,-2.431831560109544,1106.591521400373,False,0.6986536418812672,32.98704222300138,248.27173216843224,109.79452032349917,3.4956626740903904,0.569468723864999,3.9234821248767333,1.9762836671599748,239.4344186379047,1.2817527513689952,0,1,0,0,1,0,0
66,False,0.6255980328612113,36.14335607689308,279.96963144511403,130.24440127778814,3.4221795581447685,0.777195051605649,3.764764370982188,1.1620770351458198,243.7061464074273,-2.3918478682027473,1094.629971643058,True,0.6981520884834097,27.85082877024192,229.28139025729692,103.74864065586219,2.6597984246344897,0.7849384807921768,4.1144707479896345,1.900716968802445,215.03498536188053,2.0900981292336995,1,0,0,0,1,0,0
67,False,0.6255980328612113,36.14335607689308,279.96963144511403,130.24440127778814,3.4221795581447685,0.777195051605649,3.764764370982188,1.1620770351458198,243.7061464074273,-2.3918478682027473,1094.629971643058,True,0.6981520884834097,27.85082877024192,229.28139025729692,103.74864065586219,2.6597984246344897,0.7849384807921768,4.1144707479896345,1.900716968802445,215.03498536188053,2.0900981292336995,1,0,0,0,1,0,0
68,True,0.662926762039655,36.50775818909751,267.41435979316987,126.85985555465815,3.9076997320737847,0.6246555609282962,4.203472393749237,1.5228047988955564,237.4832047992188,0.23258182393861915,1277.6255387848846,False,0.6567625644961974,29.325915801737178,217.27940756884044,81.25831178903145,0.4302090348252764,0.6881877927816422,5.603836177901703,2.3717145596542877,192.98217043261067,0.6518477709734928,0,1,0,0,1,0,0
69,True,0.662926762039655,36.50775818909751,267.41435979316987,126.85985555465815,3.9076997320737847,0.6246555609282962,4.203472393749237,1.5228047988955564,237.4832047992188,0.23258182393861915,1277.6255387848846,False,0.6567625644961974,29.325915801737178,217.27940756884044,81.25831178903145,0.4302090348252764,0.6881877927816422,5.603836177901703,2.3717145596542877,192.98217043261067,0.6518477709734928,0,1,0,0,1,0,0
70,True,0.6655471294872786,36.02257380074984,278.16870004890654,123.01750268672569,7.134927565865176,0.5038013543406838,3.9706325530528472,1.2281826466732428,249.9654855684457,1.8480874093347863,1248.4835105691645,False,0.6611083785663873,35.56744332913982,275.31129218158407,90.9355441740934,-6.707239186734596,1.2618891900545284,5.867703569986551,2.436410670648047,218.1960359307254,-0.28577309440151055,0,1,0,0,1,0,0
71,True,0.6655471294872786,36.02257380074984,278.16870004890654,123.01750268672569,7.134927565865176,0.5038013543406838,3.9706325530528472,1.2281826466732428,249.9654855684457,1.8480874093347863,1248.4835105691645,False,0.6611083785663873,35.56744332913982,275.31129218158407,90.9355441740934,-6.707239186734596,1.2618891900545284,5.867703569986551,2.436410670648047,218.1960359307254,-0.28577309440151055,0,1,0,0,1,0,0
76,True,0.682543897235635,30.038685515970272,235.83261112527202,89.49834316974177,3.3278166528603688,1.2763867375149507,4.321758396894179,0.7651222525048529,216.21346640261956,5.6671714307710195,1198.139310993902,False,0.6575192783735727,31.152410973062775,256.2524921352023,130.438659821019,4.19425496275938,0.4161581406790128,6.506277983952799,2.651672608712798,260.03207689510185,3.329251754885734,0,1,0,0,1,0,0
